Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI20wt_04_0004_0099-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01716
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	6953.93
5.02	6357.88
5.04	7206.8
5.06	6195.32
5.08	6971.99
5.1	6845.55
5.12	6701.06
5.14	6809.43
5.16	6646.87
5.18	6375.94
5.2	6809.43
5.22	6592.68
5.24	6177.25
5.26	6827.49
5.28	6448.19
5.3	6159.19
5.32	6917.8
5.34	6917.8
5.36	6917.8
5.38	6827.49
5.4	6646.87
5.42	7008.11
5.44	6430.12
5.46	6430.12
5.48	6574.62
5.5	6773.31
5.52	6520.44
5.54	5816.01
5.56	6412.06
5.58	5761.82
5.6	6791.37
5.62	6701.06
5.64	5870.2
5.66	6664.93
5.68	6953.93
5.7	6303.69
5.72	6773.31
5.74	6917.8
5.76	6159.19
5.78	6430.12
5.8	6357.88
5.82	7080.36
5.84	6339.81
5.86	6701.06
5.88	6394
5.9	6285.63
5.92	6881.68
5.94	6285.63
5.96	6050.82
5.98	6068.88
6	6773.31
6.02	5797.95
6.04	6195.32
6.06	6267.56
6.08	6755.24
6.1	6412.06
6.12	5996.63
6.14	6466.25
6.16	6394
6.18	6375.94
6.2	6430.12
6.22	6321.75
6.24	6195.32
6.26	5707.64
6.28	5852.14
6.3	6249.5
6.32	5996.63
6.34	5960.51
6.36	6123.07
6.38	6394
6.4	6231.44
6.42	5653.45
6.44	5635.39
6.46	5274.15
6.48	6123.07
6.5	6592.68
6.52	5906.32
6.54	6159.19
6.56	5834.07
6.58	6339.81
6.6	5816.01
6.62	5346.4
6.64	5761.82
6.66	5617.33
6.68	5779.89
6.7	5743.76
6.72	6105.01
6.74	6484.31
6.76	5707.64
6.78	5472.83
6.8	5527.02
6.82	5906.32
6.84	5274.15
6.86	5978.57
6.88	6339.81
6.9	6394
6.92	6141.13
6.94	6086.94
6.96	5978.57
6.98	5743.76
7	5328.33
7.02	5924.38
7.04	5888.26
7.06	5725.7
7.08	5888.26
7.1	6303.69
7.12	5743.76
7.14	5436.71
7.16	5960.51
7.18	5310.27
7.2	5635.39
7.22	6177.25
7.24	5653.45
7.26	5328.33
7.28	5147.71
7.3	5346.4
7.32	5292.21
7.34	5418.64
7.36	5689.58
7.38	5418.64
7.4	5201.9
7.42	6141.13
7.44	5527.02
7.46	5238.02
7.48	5400.58
7.5	5924.38
7.52	6032.76
7.54	5256.08
7.56	6141.13
7.58	5834.07
7.6	5436.71
7.62	5888.26
7.64	5545.08
7.66	6249.5
7.68	5545.08
7.7	5653.45
7.72	5545.08
7.74	5364.46
7.76	5400.58
7.78	5093.53
7.8	5563.14
7.82	4949.03
7.84	5382.52
7.86	5490.89
7.88	5617.33
7.9	5256.08
7.92	5310.27
7.94	5942.45
7.96	5454.77
7.98	6105.01
8	6014.69
8.02	6357.88
8.04	5364.46
8.06	5599.27
8.08	6231.44
8.1	5906.32
8.12	5707.64
8.14	5761.82
8.16	5545.08
8.18	5689.58
8.2	5761.82
8.22	5996.63
8.24	5870.2
8.26	5924.38
8.28	5707.64
8.3	5256.08
8.32	5418.64
8.34	5093.53
8.36	5382.52
8.38	5888.26
8.4	5617.33
8.42	5382.52
8.44	5219.96
8.46	5292.21
8.48	5274.15
8.5	5328.33
8.52	5346.4
8.54	5852.14
8.56	5653.45
8.58	5454.77
8.6	5599.27
8.62	5400.58
8.64	5527.02
8.66	5454.77
8.68	5725.7
8.7	5653.45
8.72	5689.58
8.74	6123.07
8.76	5581.2
8.78	5364.46
8.8	5183.84
8.82	5382.52
8.84	5436.71
8.86	5653.45
8.88	5057.4
8.9	5581.2
8.92	5581.2
8.94	5978.57
8.96	5039.34
8.98	4967.09
9	5436.71
9.02	5490.89
9.04	5490.89
9.06	5743.76
9.08	5201.9
9.1	5219.96
9.12	5472.83
9.14	5256.08
9.16	5075.46
9.18	5382.52
9.2	5653.45
9.22	4930.97
9.24	5183.84
9.26	5761.82
9.28	5472.83
9.3	5310.27
9.32	5274.15
9.34	5238.02
9.36	5310.27
9.38	5816.01
9.4	5653.45
9.42	5707.64
9.44	5039.34
9.46	5563.14
9.48	5888.26
9.5	5364.46
9.52	5292.21
9.54	5364.46
9.56	5436.71
9.58	5201.9
9.6	5256.08
9.62	5075.46
9.64	4967.09
9.66	5057.4
9.68	5490.89
9.7	5256.08
9.72	5328.33
9.74	5003.21
9.76	5454.77
9.78	5238.02
9.8	6177.25
9.82	5508.95
9.84	5274.15
9.86	5057.4
9.88	5274.15
9.9	5201.9
9.92	5147.71
9.94	5274.15
9.96	5545.08
9.98	5003.21
10	5201.9
10.02	5003.21
10.04	5581.2
10.06	5346.4
10.08	5201.9
10.1	4930.97
10.12	5599.27
10.14	5093.53
10.16	5219.96
10.18	5527.02
10.2	4985.15
10.22	5292.21
10.24	5147.71
10.26	5382.52
10.28	5165.77
10.3	5075.46
10.32	5599.27
10.34	5906.32
10.36	5382.52
10.38	5581.2
10.4	4696.16
10.42	4967.09
10.44	5129.65
10.46	5003.21
10.48	5075.46
10.5	4894.84
10.52	4949.03
10.54	5563.14
