X	Real	Imaginary
170.07918608415778	0.09657936822148	-0.27611229777317
169.61012676351655	0.09378578978093	-0.27768205520866
169.14106744287531	0.0890782725226	-0.27576624288948
168.67200812223405	0.08906523178311	-0.27099291381598
168.20294880159281	0.08737191155462	-0.27500494082051
167.73388948095158	0.08273237816996	-0.2748337394952
167.26483016031034	0.08055868264289	-0.27526322138161
166.7957708396691	0.08049460743808	-0.27032271284941
166.32671151902784	0.07547663190447	-0.2722564988686
165.8576521983866	0.07412552155997	-0.27132321939034
165.38859287774537	0.07472707762489	-0.26839526006041
164.91953355710413	0.07081441264949	-0.27197040592687
164.4504742364629	0.06933183583466	-0.27489192754716
163.98141491582163	0.06627599571929	-0.27454596390087
163.5123555951804	0.06517975466574	-0.27138052058989
163.04329627453916	0.06024460467759	-0.27265098001165
162.57423695389792	0.05781906734411	-0.27168788529869
162.10517763325669	0.05540016437366	-0.27017232087399
161.63611831261545	0.05340537218082	-0.27202227903418
161.16705899197419	0.05265480780763	-0.26737484230547
160.69799967133295	0.05004666021951	-0.27202261049087
160.22894035069172	0.04723957963712	-0.27118529267659
159.75988103005048	0.04569455150925	-0.27319493940353
159.29082170940924	0.045192792928	-0.27038757913122
158.82176238876798	0.03885581885826	-0.27363233469954
158.35270306812674	0.03618840236255	-0.27178630024045
157.88364374748551	0.03893414345602	-0.27106170631565
157.41458442684427	0.033867957422	-0.27194398339209
156.94552510620304	0.03006188749667	-0.27711542081097
156.47646578556177	0.02644513096317	-0.27301356232762
156.00740646492054	0.02768251345695	-0.27585510139911
155.5383471442793	0.02022703466404	-0.27342286130847
155.06928782363806	0.01907214569644	-0.27068874923532
154.60022850299683	0.01653449972085	-0.27289288819583
154.13116918235556	0.01350751980301	-0.27362723608334
153.66210986171433	0.01275476830726	-0.27298570236778
153.19305054107309	0.01007724829705	-0.27248063648836
152.72399122043186	0.01040646657316	-0.27579288005607
152.25493189979062	0.00512611434239	-0.2735547955352
151.78587257914938	0.00353885834908	-0.27518153476505
151.31681325850812	-0.00166844681349	-0.27138933098266
150.84775393786688	-0.00659913191367	-0.27557582842387
150.37869461722565	-0.00695247544236	-0.2737116377748
149.90963529658441	-0.00864236684259	-0.2750143298371
149.44057597594315	-0.00949238667349	-0.2701234510451
148.97151665530191	-0.01769494173729	-0.27093946020639
148.50245733466068	-0.01633941624056	-0.27708513481247
148.03339801401944	-0.02060846539979	-0.27392316139184
147.5643386933782	-0.02634405804282	-0.27409765985465
147.09527937273697	-0.02554964370526	-0.2744717268241
146.6262200520957	-0.02764054128307	-0.26963476677353
146.15716073145447	-0.03231821592056	-0.27073360487377
145.68810141081323	-0.03451444638155	-0.27108472934902
145.219042090172	-0.03851087581728	-0.27348460994153
144.74998276953076	-0.04476700992918	-0.27060761438347
144.2809234488895	-0.04190457926548	-0.27144692375564
143.81186412824826	-0.04691914991614	-0.26927677012047
143.34280480760702	-0.04792406905691	-0.26592738704439
142.87374548696579	-0.05129390204671	-0.26788794599545
142.40468616632455	-0.05698209316297	-0.26711335119689
141.93562684568332	-0.05787146275777	-0.26912789656558
141.46656752504205	-0.05947267528773	-0.26374681187774
140.99750820440082	-0.05879482486409	-0.26645506422628
140.52844888375958	-0.06677923063886	-0.26643160864561
140.05938956311834	-0.06385819757515	-0.26398624928701
139.59033024247708	-0.06890517492832	-0.26190744068529
139.12127092183584	-0.07479062513415	-0.26571644639348
138.65221160119461	-0.0744744896152	-0.26395613955129
138.18315228055337	-0.07773888039588	-0.26527109444158
137.71409295991214	-0.08022258009718	-0.26341542106566
137.2450336392709	-0.084194485764	-0.26720015533152
136.77597431862966	-0.08870499203374	-0.26064972506253
136.3069149979884	-0.09212976098481	-0.25898739726125
135.83785567734716	-0.0942898556414	-0.26271330982918
135.36879635670593	-0.09835596171207	-0.25812774578238
134.89973703606466	-0.09973911525993	-0.25906589464971
134.43067771542343	-0.09936080467776	-0.25879583506586
133.96161839478219	-0.10209579817016	-0.25554133410619
133.49255907414096	-0.11036272183804	-0.25931687356799
133.02349975349972	-0.11485980368439	-0.25359059759779
132.55444043285848	-0.11352507002785	-0.25261321475223
132.08538111221722	-0.11849424409257	-0.25541942827391
131.61632179157598	-0.11778475524348	-0.25103082960408
131.14726247093475	-0.12493884277974	-0.25223067262916
130.67820315029351	-0.12539472086541	-0.25319491461229
130.20914382965228	-0.13188870385478	-0.24879162897361
129.74008450901101	-0.13428477222156	-0.24655437181856
129.27102518836978	-0.13571223559167	-0.24670839013221
128.80196586772854	-0.13908100952165	-0.24453635202527
128.3329065470873	-0.14270406820594	-0.24258470958527
127.86384722644605	-0.14403938665717	-0.24235527623483
127.39478790580482	-0.14716240083801	-0.24473649487484
