x,y
10,23768.2
10.01,23040
10.02,23646.8
10.03,23854.8
10.04,24791
10.05,24288.3
10.06,24947
10.07,23074.7
10.08,23941.5
10.09,23716.2
10.1,23369.4
10.11,23716.2
10.12,24149.6
10.13,23438.8
10.14,24444.3
10.15,24426.9
10.16,25207.1
10.17,24617.6
10.18,23421.4
10.19,24895
10.2,24097.6
10.21,23716.2
10.22,24652.3
10.23,24305.6
10.24,23976.2
10.25,23837.5
10.26,24062.9
10.27,24444.3
10.28,23872.2
10.29,24097.6
10.3,24617.6
10.31,23941.5
10.32,24288.3
10.33,24531
10.34,24860.4
10.35,23508.1
10.36,24808.3
10.37,25241.8
10.38,24981.7
10.39,24322.9
10.4,24374.9
10.41,23820.2
10.42,25640.5
10.43,24895
10.44,25709.8
10.45,25571.1
10.46,24184.2
10.47,25241.8
10.48,25051.1
10.49,26888.7
10.5,25137.7
10.51,26195.3
10.52,26802
10.53,25553.8
10.54,26281.9
10.55,26750
10.56,26490
10.57,26750
10.58,26420.6
10.59,26888.7
10.6,27876.9
10.61,27079.4
10.62,28171.6
10.63,27963.6
10.64,27807.5
10.65,28587.7
10.66,29801.2
10.67,28917.1
10.68,28518.3
10.69,31014.8
10.7,30286.6
10.71,31656.2
10.72,32072.3
10.73,33407.2
10.74,33545.9
10.75,33736.6
10.76,35348.9
10.77,34898.1
10.78,35140.8
10.79,38209.4
10.8,38313.4
10.81,37932
10.82,39197.5
10.83,39735
10.84,39024.2
10.85,39700.3
10.86,37151.8
10.87,36077
10.88,34707.4
10.89,32644.4
10.9,29402.5
10.91,27859.5
10.92,27010.1
10.93,26143.2
10.94,25588.5
10.95,24912.4
10.96,25397.8
10.97,25449.8
10.98,24947
10.99,24340.3
11,23958.9
11.01,25675.2
11.02,24808.3
11.03,24444.3
11.04,25883.2
11.05,24218.9
11.06,24600.3
11.07,24756.3
11.08,23802.8
11.09,24392.3
11.1,24964.4
11.11,24791
11.12,25276.4
11.13,25051.1
11.14,24444.3
11.15,23542.8
11.16,24513.6
11.17,24617.6
11.18,22970.7
11.19,23837.5
11.2,25103.1
11.21,24114.9
11.22,24149.6
11.23,24426.9
11.24,23404.1
11.25,24097.6
11.26,23144.1
11.27,24444.3
11.28,23577.5
11.29,25865.9
11.3,23941.5
11.31,24166.9
11.32,24236.2
11.33,24652.3
11.34,23265.4
11.35,24461.6
11.36,24288.3
11.37,24999
11.38,25293.8
11.39,24479
11.4,25345.8
11.41,25276.4
11.42,24340.3
11.43,23820.2
11.44,24357.6
11.45,23248.1
11.46,24635
11.47,24739
11.48,23005.4
11.49,24097.6
11.5,24322.9
11.51,24409.6
11.52,24028.2
11.53,24981.7
11.54,24149.6
11.55,24218.9
11.56,24270.9
11.57,25345.8
11.58,25623.2
11.59,24479
11.6,24531
11.61,24635
11.62,24808.3
11.63,23161.4
11.64,24132.2
11.65,23594.8
11.66,24444.3
11.67,23733.5
11.68,24444.3
11.69,25345.8
11.7,23941.5
11.71,24877.7
11.72,25553.8
11.73,24981.7
11.74,23854.8
11.75,23716.2
11.76,24010.9
11.77,24929.7
11.78,24374.9
11.79,23248.1
11.8,23820.2
11.81,23022.7
11.82,24270.9
11.83,24080.2
11.84,25380.4
11.85,24496.3
11.86,24791
11.87,24270.9
11.88,24028.2
11.89,24114.9
11.9,24704.3
11.91,23872.2
11.92,24825.7
11.93,23733.5
11.94,23924.2
11.95,23629.5
11.96,23958.9
11.97,23768.2
11.98,24374.9
11.99,23612.1
12,23456.1
12.01,23716.2
12.02,24097.6
12.03,24045.5
12.04,24392.3
12.05,24270.9
12.06,24721.7
12.07,23005.4
12.08,23664.1
12.09,24999
12.1,24895
12.11,23802.8
12.12,24149.6
12.13,25189.7
12.14,24062.9
12.15,24288.3
12.16,23490.8
12.17,23404.1
12.18,24808.3
12.19,23837.5
12.2,23698.8
12.21,24461.6
12.22,24513.6
12.23,23941.5
12.24,24999
12.25,24479
12.26,24635
12.27,23612.1
12.28,24773.7
12.29,24166.9
12.3,24548.3
12.31,24340.3
12.32,23612.1
12.33,23802.8
12.34,25657.8
12.35,24669.7
12.36,23906.9
12.37,24600.3
12.38,24045.5
12.39,24236.2
12.4,25051.1
12.41,24929.7
12.42,24357.6
12.43,24583
12.44,24288.3
12.45,24201.6
12.46,24513.6
12.47,25016.4
12.48,24635
12.49,24444.3
12.5,25085.7
12.51,23646.8
12.52,24322.9
12.53,24132.2
12.54,23074.7
12.55,23768.2
12.56,23872.2
12.57,24531
12.58,23854.8
12.59,23733.5
12.6,24270.9
12.61,24877.7
12.62,24322.9
12.63,23906.9
12.64,23785.5
12.65,24583
12.66,24357.6
12.67,24687
12.68,24773.7
12.69,24999
12.7,25363.1
12.71,24409.6
12.72,24305.6
12.73,23525.5
12.74,24652.3
12.75,24860.4
12.76,23837.5
12.77,23213.4
12.78,24010.9
12.79,24565.6
12.8,24548.3
12.81,24010.9
12.82,24374.9
12.83,25467.1
12.84,24721.7
12.85,24201.6
12.86,23906.9
12.87,24028.2
12.88,23005.4
12.89,24600.3
12.9,23768.2
12.91,23560.1
12.92,25241.8
12.93,24149.6
12.94,24912.4
12.95,25779.2
12.96,24236.2
12.97,24357.6
12.98,24808.3
12.99,24496.3
13,24340.3
13.01,24132.2
13.02,24773.7
13.03,23924.2
13.04,23560.1
13.05,24426.9
13.06,24825.7
13.07,24808.3
13.08,25016.4
13.09,24288.3
13.1,24149.6
13.11,23594.8
13.12,24444.3
13.13,23958.9
13.14,24704.3
13.15,24843
13.16,24340.3
13.17,25501.8
13.18,24201.6
13.19,24773.7
13.2,25068.4
13.21,24184.2
13.22,24704.3
13.23,23768.2
13.24,24635
13.25,25103.1
13.26,24218.9
13.27,23508.1
13.28,23508.1
13.29,24218.9
13.3,23802.8
13.31,24791
13.32,24895
13.33,23542.8
13.34,24461.6
13.35,23906.9
13.36,24964.4
13.37,24392.3
13.38,23941.5
13.39,24270.9
13.4,24791
13.41,24166.9
13.42,24773.7
13.43,24097.6
13.44,24305.6
13.45,23213.4
13.46,24253.6
13.47,24409.6
13.48,24773.7
13.49,24426.9
13.5,24617.6
13.51,23612.1
13.52,23733.5
13.53,23958.9
13.54,23369.4
13.55,24652.3
13.56,23854.8
13.57,24843
13.58,25172.4
13.59,25397.8
13.6,24218.9
13.61,24392.3
13.62,24201.6
13.63,24114.9
13.64,22988
13.65,23508.1
13.66,24080.2
13.67,24097.6
13.68,24895
13.69,24218.9
13.7,24877.7
13.71,24496.3
13.72,24808.3
13.73,23490.8
13.74,24947
13.75,23716.2
13.76,24097.6
13.77,24201.6
13.78,24218.9
13.79,23976.2
13.8,24479
