Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiTFSI24wt_03_0003_0079-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01756
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	7242.92
5.02	7116.49
5.04	7315.17
5.06	7008.11
5.08	6484.31
5.1	6953.93
5.12	7640.29
5.14	6719.12
5.16	6682.99
5.18	6538.5
5.2	6773.31
5.22	7008.11
5.24	7531.92
5.26	6592.68
5.28	6701.06
5.3	6935.86
5.32	7206.8
5.34	6538.5
5.36	6339.81
5.38	7369.36
5.4	6664.93
5.42	6105.01
5.44	6755.24
5.46	6827.49
5.48	7513.85
5.5	6520.44
5.52	6773.31
5.54	6755.24
5.56	6845.55
5.58	6719.12
5.6	6592.68
5.62	6520.44
5.64	6538.5
5.66	6123.07
5.68	6556.56
5.7	6375.94
5.72	6953.93
5.74	6375.94
5.76	6303.69
5.78	6285.63
5.8	6664.93
5.82	7152.61
5.84	6592.68
5.86	6484.31
5.88	6809.43
5.9	6791.37
5.92	6430.12
5.94	6195.32
5.96	6430.12
5.98	6520.44
6	6105.01
6.02	6357.88
6.04	6068.88
6.06	6935.86
6.08	6520.44
6.1	5978.57
6.12	6267.56
6.14	6321.75
6.16	6321.75
6.18	6412.06
6.2	6394
6.22	6394
6.24	6303.69
6.26	5834.07
6.28	6032.76
6.3	6357.88
6.32	6032.76
6.34	5364.46
6.36	6448.19
6.38	6249.5
6.4	6141.13
6.42	6303.69
6.44	6050.82
6.46	6556.56
6.48	6755.24
6.5	6213.38
6.52	6231.44
6.54	6105.01
6.56	6231.44
6.58	6231.44
6.6	6484.31
6.62	5816.01
6.64	5707.64
6.66	5545.08
6.68	5978.57
6.7	6231.44
6.72	6394
6.74	6159.19
6.76	6701.06
6.78	5942.45
6.8	6520.44
6.82	5906.32
6.84	6086.94
6.86	5960.51
6.88	6249.5
6.9	6285.63
6.92	6032.76
6.94	6231.44
6.96	5490.89
6.98	5960.51
7	6448.19
7.02	5906.32
7.04	5581.2
7.06	6014.69
7.08	6231.44
7.1	5418.64
7.12	6177.25
7.14	6357.88
7.16	6068.88
7.18	5906.32
7.2	6086.94
7.22	5743.76
7.24	5581.2
7.26	5888.26
7.28	6177.25
7.3	5834.07
7.32	5346.4
7.34	6177.25
7.36	6105.01
7.38	5924.38
7.4	6574.62
7.42	6484.31
7.44	5418.64
7.46	5761.82
7.48	5978.57
7.5	6014.69
7.52	6357.88
7.54	5418.64
7.56	6321.75
7.58	5834.07
7.6	6520.44
7.62	5870.2
7.64	6303.69
7.66	5779.89
7.68	6068.88
7.7	5761.82
7.72	5617.33
7.74	5581.2
7.76	5816.01
7.78	5924.38
7.8	5382.52
7.82	5761.82
7.84	6123.07
7.86	5834.07
7.88	6267.56
7.9	5870.2
7.92	5635.39
7.94	6610.75
7.96	5563.14
7.98	5508.95
8	5779.89
8.02	5472.83
8.04	6068.88
8.06	5671.51
8.08	5472.83
8.1	5689.58
8.12	5508.95
8.14	5779.89
8.16	5545.08
8.18	5599.27
8.2	5364.46
8.22	5816.01
8.24	5797.95
8.26	5779.89
8.28	5382.52
8.3	5725.7
8.32	5310.27
8.34	5364.46
8.36	5816.01
8.38	5761.82
8.4	5978.57
8.42	5490.89
8.44	5888.26
8.46	5816.01
8.48	5779.89
8.5	5978.57
8.52	5508.95
8.54	6195.32
8.56	5436.71
8.58	5472.83
8.6	5545.08
8.62	5527.02
8.64	5689.58
8.66	5382.52
8.68	5454.77
8.7	5310.27
8.72	6014.69
8.74	5960.51
8.76	5978.57
8.78	5545.08
8.8	5852.14
8.82	5707.64
8.84	5888.26
8.86	6177.25
8.88	5563.14
8.9	5147.71
8.92	5653.45
8.94	5292.21
8.96	5472.83
8.98	5418.64
9	5238.02
9.02	5256.08
9.04	5581.2
9.06	5545.08
9.08	5508.95
9.1	5346.4
9.12	5816.01
9.14	5418.64
9.16	5870.2
9.18	5599.27
9.2	6123.07
9.22	5671.51
9.24	5743.76
9.26	6213.38
9.28	5617.33
9.3	5274.15
9.32	5617.33
9.34	5671.51
9.36	5743.76
9.38	6123.07
9.4	5346.4
9.42	5508.95
9.44	5689.58
9.46	5599.27
9.48	5924.38
9.5	5653.45
9.52	5581.2
9.54	5418.64
9.56	5021.28
9.58	5201.9
9.6	6159.19
9.62	5689.58
9.64	5508.95
9.66	5725.7
9.68	5201.9
9.7	5960.51
9.72	5545.08
9.74	5093.53
9.76	5508.95
9.78	5725.7
9.8	5527.02
9.82	5400.58
9.84	6339.81
9.86	5779.89
9.88	5490.89
9.9	5816.01
9.92	5906.32
9.94	5111.59
9.96	5201.9
9.98	5978.57
10	5563.14
10.02	5707.64
10.04	4930.97
10.06	5888.26
10.08	5779.89
10.1	5870.2
10.12	5653.45
10.14	5490.89
10.16	6249.5
10.18	5924.38
10.2	5743.76
10.22	5581.2
10.24	5581.2
10.26	5779.89
10.28	6032.76
10.3	5527.02
10.32	5563.14
10.34	5707.64
10.36	6014.69
10.38	5743.76
10.4	5238.02
10.42	5508.95
10.44	5671.51
10.46	5924.38
10.48	5797.95
10.5	5924.38
10.52	5960.51
10.54	6375.94
10.56	5779.89
10.58	6466.25
10.6	6592.68
10.62	5816.01
10.64	5960.51
10.66	6430.12
10.68	6502.37
10.7	7279.05
10.72	7568.04
10.74	7315.17
10.76	7712.54
10.78	7008.11
10.8	6845.55
10.82	7351.29
10.84	6701.06
10.86	6899.74
10.88	6123.07
10.9	5924.38
10.92	5653.45
10.94	5924.38
10.96	5924.38
10.98	6086.94
11	6068.88
11.02	5563.14
11.04	5978.57
11.06	5834.07
11.08	5418.64
11.1	5761.82
11.12	5707.64
11.14	6068.88
11.16	6213.38
11.18	5978.57
11.2	5165.77
11.22	5545.08
11.24	5797.95
11.26	5310.27
11.28	5743.76
11.3	5346.4
11.32	5906.32
11.34	5364.46
11.36	5165.77
11.38	5707.64
11.4	5581.2
11.42	5581.2
11.44	5978.57
11.46	5707.64
11.48	5527.02
11.5	5472.83
11.52	6105.01
11.54	6556.56
11.56	6231.44
11.58	5310.27
11.6	6357.88
11.62	5527.02
11.64	6105.01
11.66	5834.07
11.68	5942.45
11.7	5472.83
11.72	5599.27
11.74	5960.51
11.76	5545.08
11.78	5472.83
11.8	5256.08
11.82	5310.27
11.84	6014.69
11.86	5382.52
11.88	5400.58
11.9	5021.28
11.92	5743.76
11.94	5635.39
11.96	6068.88
11.98	5725.7
12	5924.38
12.02	6412.06
12.04	5256.08
12.06	5743.76
12.08	6123.07
12.1	5978.57
12.12	6123.07
12.14	5635.39
12.16	5743.76
12.18	5671.51
12.2	6159.19
12.22	6105.01
12.24	5653.45
12.26	5490.89
12.28	6032.76
12.3	6177.25
12.32	6086.94
12.34	5382.52
12.36	6032.76
12.38	5165.77
12.4	5779.89
12.42	5888.26
12.44	5508.95
12.46	5906.32
12.48	5039.34
12.5	6032.76
12.52	5797.95
12.54	5472.83
12.56	5689.58
12.58	6159.19
12.6	5816.01
12.62	5906.32
12.64	5942.45
12.66	6267.56
12.68	5671.51
12.7	6032.76
12.72	5725.7
12.74	5924.38
12.76	6032.76
12.78	5400.58
12.8	5346.4
12.82	5545.08
12.84	5653.45
12.86	5599.27
12.88	5508.95
12.9	6032.76
12.92	6141.13
12.94	6177.25
12.96	6105.01
12.98	6935.86
13	6502.37
13.02	5852.14
13.04	5671.51
13.06	5328.33
13.08	5852.14
13.1	5852.14
13.12	5924.38
13.14	5743.76
13.16	5870.2
13.18	5779.89
13.2	5581.2
13.22	5779.89
13.24	6195.32
13.26	5797.95
13.28	6375.94
13.3	6032.76
13.32	6484.31
13.34	6231.44
13.36	6285.63
13.38	6086.94
13.4	6105.01
13.42	5996.63
13.44	6050.82
13.46	5996.63
13.48	5834.07
13.5	5761.82
13.52	5671.51
13.54	5743.76
13.56	6502.37
13.58	6610.75
13.6	6123.07
13.62	5906.32
13.64	5761.82
13.66	5906.32
13.68	5599.27
13.7	6050.82
13.72	5761.82
13.74	5870.2
13.76	6285.63
13.78	6285.63
13.8	5111.59
13.82	5942.45
13.84	5779.89
13.86	5852.14
13.88	6050.82
13.9	5490.89
13.92	5743.76
13.94	6177.25
13.96	5834.07
13.98	6105.01
14	6231.44
14.02	5256.08
14.04	6177.25
14.06	6267.56
14.08	5816.01
14.1	6285.63
14.12	5996.63
14.14	5870.2
14.16	5924.38
14.18	5888.26
14.2	5834.07
14.22	5870.2
14.24	5581.2
14.26	5454.77
14.28	5310.27
14.3	6177.25
14.32	5888.26
14.34	5978.57
14.36	6086.94
14.38	6303.69
14.4	5870.2
14.42	5093.53
14.44	5635.39
14.46	5617.33
14.48	6267.56
14.5	5725.7
14.52	5888.26
14.54	5942.45
14.56	5689.58
14.58	5725.7
14.6	6159.19
14.62	5436.71
14.64	5960.51
14.66	6050.82
14.68	6032.76
14.7	5870.2
14.72	5978.57
14.74	5238.02
14.76	5274.15
14.78	5960.51
14.8	6195.32
14.82	5689.58
14.84	5779.89
14.86	5653.45
14.88	5617.33
14.9	5581.2
14.92	5563.14
14.94	5418.64
14.96	5924.38
14.98	5581.2
15	5779.89
15.02	5201.9
15.04	5238.02
15.06	5454.77
15.08	5364.46
15.1	5779.89
15.12	5671.51
15.14	5292.21
15.16	5292.21
15.18	5508.95
15.2	5725.7
15.22	5201.9
15.24	5581.2
15.26	5545.08
15.28	5816.01
15.3	5743.76
15.32	6303.69
15.34	5527.02
15.36	6123.07
15.38	5689.58
15.4	5924.38
15.42	5490.89
15.44	6213.38
15.46	5779.89
15.48	6321.75
15.5	5617.33
15.52	5490.89
15.54	5201.9
15.56	5400.58
15.58	5256.08
15.6	5581.2
15.62	5978.57
15.64	5147.71
15.66	5635.39
15.68	5797.95
15.7	5725.7
15.72	5418.64
15.74	5364.46
15.76	5834.07
15.78	5256.08
15.8	5996.63
15.82	5870.2
15.84	5761.82
15.86	5418.64
15.88	5527.02
15.9	5129.65
15.92	4732.28
15.94	5617.33
15.96	5310.27
15.98	4714.22
16	5436.71
16.02	5852.14
16.04	4732.28
16.06	5454.77
16.08	5256.08
16.1	5201.9
16.12	5093.53
16.14	5635.39
16.16	5761.82
16.18	5057.4
16.2	4949.03
16.22	5490.89
16.24	5671.51
16.26	5201.9
16.28	5490.89
16.3	5527.02
16.32	5346.4
16.34	5617.33
16.36	4696.16
16.38	5183.84
16.4	5183.84
16.42	5472.83
16.44	5671.51
16.46	5274.15
16.48	5111.59
16.5	4840.66
16.52	5201.9
16.54	5183.84
16.56	5057.4
16.58	5779.89
16.6	5364.46
16.62	5003.21
16.64	5671.51
16.66	5003.21
16.68	5039.34
16.7	5075.46
16.72	5527.02
16.74	4768.41
16.76	5093.53
16.78	5201.9
16.8	4876.78
16.82	4497.47
16.84	5075.46
16.86	5310.27
16.88	5382.52
16.9	5490.89
16.92	5219.96
16.94	5725.7
16.96	5292.21
16.98	5346.4
17	5852.14
17.02	5960.51
17.04	6394
17.06	6357.88
17.08	7441.6
17.1	7279.05
17.12	7477.73
17.14	7911.22
17.16	8218.28
17.18	7676.41
17.2	6791.37
17.22	6755.24
17.24	6610.75
17.26	5581.2
17.28	5129.65
17.3	5599.27
17.32	5147.71
17.34	5725.7
17.36	5508.95
17.38	5472.83
17.4	5201.9
17.42	4894.84
17.44	4768.41
17.46	5527.02
17.48	4750.34
17.5	4840.66
17.52	5039.34
17.54	4768.41
17.56	5346.4
17.58	5021.28
17.6	5617.33
17.62	5183.84
17.64	4569.72
17.66	5057.4
17.68	4605.85
17.7	5003.21
17.72	5274.15
17.74	4822.59
17.76	4732.28
17.78	4949.03
17.8	4894.84
17.82	4515.54
17.84	4985.15
17.86	4967.09
17.88	4894.84
17.9	4894.84
17.92	4894.84
17.94	5021.28
17.96	4533.6
17.98	5436.71
18	4840.66
18.02	4732.28
18.04	5057.4
18.06	4696.16
18.08	5364.46
18.1	5581.2
18.12	4641.97
18.14	4587.79
18.16	4696.16
18.18	4732.28
18.2	5129.65
18.22	5671.51
18.24	5599.27
18.26	6068.88
18.28	5400.58
18.3	6430.12
18.32	6267.56
18.34	5707.64
18.36	6014.69
18.38	5219.96
18.4	5238.02
18.42	5274.15
18.44	5165.77
18.46	4768.41
18.48	4641.97
18.5	5057.4
18.52	4985.15
18.54	5003.21
18.56	4425.23
18.58	4912.9
18.6	4912.9
18.62	5111.59
18.64	4569.72
18.66	4605.85
18.68	5183.84
18.7	4876.78
18.72	5003.21
18.74	4876.78
18.76	4804.53
18.78	4678.1
18.8	4858.72
18.82	4840.66
18.84	4949.03
18.86	4696.16
18.88	5165.77
18.9	5527.02
18.92	5978.57
18.94	5382.52
18.96	5924.38
18.98	6628.81
19	7297.11
19.02	7495.79
19.04	8218.28
19.06	8814.33
19.08	9699.37
19.1	10295.4
19.12	10801.2
19.14	9861.93
19.16	8705.96
19.18	8146.03
19.2	7531.92
19.22	6881.68
19.24	6303.69
19.26	5129.65
19.28	5653.45
19.3	5834.07
19.32	5075.46
19.34	5129.65
19.36	4840.66
19.38	4768.41
19.4	5581.2
19.42	5527.02
19.44	5274.15
19.46	5635.39
19.48	5689.58
19.5	5274.15
19.52	5436.71
19.54	4822.59
19.56	4768.41
19.58	5310.27
19.6	5274.15
19.62	5021.28
19.64	5093.53
19.66	4750.34
19.68	4804.53
19.7	4605.85
19.72	4551.66
19.74	4678.1
19.76	4750.34
19.78	4515.54
19.8	4894.84
19.82	4786.47
19.84	4298.79
19.86	4641.97
19.88	4371.04
19.9	4082.05
19.92	4371.04
19.94	4334.92
19.96	4334.92
19.98	4605.85
20	4118.17
20.02	4479.41
20.04	4678.1
20.06	4443.29
20.08	4804.53
20.1	4623.91
20.12	4750.34
20.14	4660.03
20.16	4371.04
20.18	4641.97
20.2	4515.54
20.22	5183.84
20.24	4587.79
20.26	4244.6
20.28	4840.66
20.3	4262.67
20.32	4660.03
20.34	4082.05
20.36	4352.98
20.38	4533.6
20.4	4389.1
20.42	4407.16
20.44	4533.6
20.46	4605.85
20.48	4678.1
20.5	4750.34
20.52	5003.21
20.54	4389.1
20.56	4280.73
20.58	4009.8
20.6	3973.67
20.62	4732.28
20.64	4876.78
20.66	4063.98
20.68	4298.79
20.7	4352.98
20.72	4533.6
20.74	4407.16
20.76	4443.29
20.78	4515.54
20.8	4226.54
20.82	4389.1
20.84	4533.6
20.86	4786.47
20.88	4316.85
20.9	4316.85
20.92	5003.21
20.94	3919.49
20.96	4009.8
20.98	4262.67
21	4696.16
21.02	4804.53
21.04	4641.97
21.06	4407.16
21.08	4985.15
21.1	4497.47
21.12	4479.41
21.14	5201.9
21.16	4352.98
21.18	4226.54
21.2	4154.29
21.22	4009.8
21.24	4082.05
21.26	4334.92
21.28	4371.04
21.3	4533.6
21.32	4154.29
21.34	4515.54
21.36	4750.34
21.38	4876.78
21.4	4461.35
21.42	4533.6
21.44	4262.67
21.46	4118.17
21.48	4082.05
21.5	4118.17
21.52	4660.03
21.54	4461.35
21.56	4569.72
21.58	4533.6
21.6	4678.1
21.62	5256.08
21.64	4949.03
21.66	4569.72
21.68	5093.53
21.7	4678.1
21.72	4623.91
21.74	4641.97
21.76	3955.61
21.78	4082.05
21.8	4136.23
21.82	3901.42
21.84	4298.79
21.86	3955.61
21.88	4371.04
21.9	4082.05
21.92	4786.47
21.94	4443.29
21.96	3973.67
