Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI30wt_01_0001_0029-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01652
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	5545.08
5.02	5238.02
5.04	5635.39
5.06	5563.14
5.08	5382.52
5.1	5256.08
5.12	5996.63
5.14	5021.28
5.16	5671.51
5.18	5292.21
5.2	5256.08
5.22	5635.39
5.24	5508.95
5.26	5527.02
5.28	5382.52
5.3	6050.82
5.32	4912.9
5.34	5834.07
5.36	5906.32
5.38	5563.14
5.4	6430.12
5.42	5129.65
5.44	5707.64
5.46	5527.02
5.48	5057.4
5.5	5906.32
5.52	5346.4
5.54	5527.02
5.56	6050.82
5.58	5418.64
5.6	5545.08
5.62	5201.9
5.64	5563.14
5.66	5599.27
5.68	5508.95
5.7	5653.45
5.72	5563.14
5.74	5418.64
5.76	5346.4
5.78	5779.89
5.8	5725.7
5.82	5256.08
5.84	5238.02
5.86	4840.66
5.88	4876.78
5.9	5400.58
5.92	5201.9
5.94	5057.4
5.96	4858.72
5.98	5689.58
6	4804.53
6.02	4949.03
6.04	5472.83
6.06	5490.89
6.08	5201.9
6.1	6014.69
6.12	5328.33
6.14	5201.9
6.16	5003.21
6.18	4858.72
6.2	5057.4
6.22	4768.41
6.24	5274.15
6.26	5165.77
6.28	5183.84
6.3	5400.58
6.32	5075.46
6.34	4858.72
6.36	4912.9
6.38	5454.77
6.4	4930.97
6.42	5021.28
6.44	5599.27
6.46	4822.59
6.48	4280.73
6.5	5057.4
6.52	4840.66
6.54	5256.08
6.56	4876.78
6.58	4930.97
6.6	4876.78
6.62	5527.02
6.64	5093.53
6.66	5129.65
6.68	5003.21
6.7	4967.09
6.72	5436.71
6.74	4623.91
6.76	4768.41
6.78	4876.78
6.8	5436.71
6.82	5039.34
6.84	5039.34
6.86	5147.71
6.88	5057.4
6.9	5238.02
6.92	5183.84
6.94	5219.96
6.96	5003.21
6.98	5021.28
7	5219.96
7.02	4912.9
7.04	4389.1
7.06	4533.6
7.08	4912.9
7.1	4768.41
7.12	4840.66
7.14	4912.9
7.16	5183.84
7.18	5292.21
7.2	4804.53
7.22	4190.42
7.24	4605.85
7.26	4479.41
7.28	4443.29
7.3	5111.59
7.32	5256.08
7.34	4804.53
7.36	5003.21
7.38	5292.21
7.4	5111.59
7.42	4732.28
7.44	4876.78
7.46	4967.09
7.48	5057.4
7.5	4858.72
7.52	5129.65
7.54	5292.21
7.56	4407.16
7.58	5057.4
7.6	4768.41
7.62	4533.6
7.64	5003.21
7.66	4804.53
7.68	4930.97
7.7	4696.16
7.72	5093.53
7.74	4515.54
7.76	4930.97
7.78	5075.46
7.8	4551.66
7.82	4352.98
7.84	4804.53
7.86	4641.97
7.88	5057.4
7.9	4985.15
7.92	4515.54
7.94	4425.23
7.96	4551.66
7.98	5635.39
8	4533.6
8.02	5039.34
8.04	4822.59
8.06	4714.22
8.08	4479.41
8.1	4876.78
8.12	4894.84
8.14	4858.72
8.16	4100.11
8.18	4714.22
8.2	5003.21
8.22	4389.1
8.24	4822.59
8.26	4605.85
8.28	4208.48
8.3	5129.65
8.32	5274.15
8.34	4641.97
8.36	4443.29
8.38	4587.79
8.4	5436.71
8.42	4425.23
8.44	4334.92
