Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI30wt_03_0003_0079-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01652
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	5978.57
5.02	5653.45
5.04	5436.71
5.06	5761.82
5.08	5816.01
5.1	5599.27
5.12	5563.14
5.14	5201.9
5.16	5725.7
5.18	5382.52
5.2	5888.26
5.22	5671.51
5.24	5545.08
5.26	4786.47
5.28	5978.57
5.3	5400.58
5.32	5165.77
5.34	5508.95
5.36	5617.33
5.38	5093.53
5.4	5454.77
5.42	5093.53
5.44	5635.39
5.46	5165.77
5.48	4858.72
5.5	5292.21
5.52	5725.7
5.54	5490.89
5.56	5436.71
5.58	6249.5
5.6	5490.89
5.62	5635.39
5.64	5418.64
5.66	5617.33
5.68	4967.09
5.7	5779.89
5.72	5924.38
5.74	5165.77
5.76	5725.7
5.78	5201.9
5.8	5364.46
5.82	5834.07
5.84	5003.21
5.86	5003.21
5.88	5454.77
5.9	5328.33
5.92	5274.15
5.94	5256.08
5.96	5689.58
5.98	5075.46
6	5274.15
6.02	5418.64
6.04	4876.78
6.06	5707.64
6.08	5418.64
6.1	4822.59
6.12	4804.53
6.14	5201.9
6.16	5021.28
6.18	5165.77
6.2	5256.08
6.22	5328.33
6.24	5292.21
6.26	5093.53
6.28	5183.84
6.3	5057.4
6.32	4804.53
6.34	4894.84
6.36	4569.72
6.38	4894.84
6.4	5021.28
6.42	5075.46
6.44	5021.28
6.46	4678.1
6.48	5165.77
6.5	5201.9
6.52	4605.85
6.54	4714.22
6.56	5147.71
6.58	5165.77
6.6	4804.53
6.62	5436.71
6.64	5400.58
6.66	4876.78
6.68	4894.84
6.7	5219.96
6.72	5454.77
6.74	4822.59
6.76	5039.34
6.78	5400.58
6.8	4930.97
6.82	5256.08
6.84	5003.21
6.86	5292.21
6.88	4280.73
6.9	4985.15
6.92	4623.91
6.94	5057.4
6.96	5003.21
6.98	4894.84
7	5328.33
7.02	5454.77
7.04	4822.59
7.06	4515.54
7.08	4732.28
7.1	4334.92
7.12	4949.03
7.14	4949.03
7.16	4623.91
7.18	4226.54
7.2	4858.72
7.22	5454.77
7.24	5129.65
7.26	4840.66
7.28	4750.34
7.3	4063.98
7.32	4985.15
7.34	5617.33
7.36	4912.9
7.38	4641.97
7.4	4840.66
7.42	5039.34
7.44	5147.71
7.46	5201.9
7.48	5129.65
7.5	4623.91
7.52	4768.41
7.54	4768.41
7.56	4822.59
7.58	5075.46
7.6	5165.77
7.62	5201.9
7.64	4443.29
7.66	4786.47
7.68	5075.46
7.7	4912.9
7.72	5147.71
7.74	5129.65
7.76	4822.59
7.78	4714.22
7.8	4425.23
7.82	5057.4
7.84	4371.04
7.86	4949.03
7.88	5147.71
7.9	5165.77
7.92	4569.72
7.94	4750.34
7.96	4840.66
7.98	5472.83
8	5346.4
8.02	4894.84
8.04	4587.79
8.06	5021.28
8.08	4876.78
8.1	4551.66
8.12	4497.47
8.14	4696.16
8.16	4623.91
8.18	4334.92
8.2	4678.1
8.22	4840.66
8.24	4587.79
8.26	4822.59
8.28	4840.66
8.3	4822.59
8.32	4786.47
8.34	4858.72
8.36	4894.84
8.38	4479.41
8.4	4208.48
8.42	4949.03
8.44	4298.79
8.46	4587.79
8.48	4714.22
8.5	4479.41
8.52	4985.15
8.54	5039.34
8.56	5382.52
8.58	5201.9
8.6	5238.02
8.62	5147.71
8.64	5454.77
8.66	5111.59
8.68	4876.78
8.7	5364.46
8.72	4840.66
8.74	4461.35
8.76	4930.97
8.78	4425.23
8.8	5093.53
8.82	4371.04
8.84	4714.22
8.86	4696.16
8.88	4280.73
8.9	5057.4
8.92	4461.35
8.94	3991.73
8.96	4569.72
8.98	4497.47
9	4262.67
9.02	4443.29
9.04	4641.97
9.06	4280.73
9.08	5003.21
9.1	4280.73
9.12	4226.54
9.14	5093.53
9.16	4804.53
9.18	4515.54
9.2	4443.29
9.22	4316.85
9.24	4605.85
9.26	4569.72
9.28	4641.97
9.3	4298.79
9.32	4732.28
9.34	4822.59
9.36	4623.91
9.38	3648.55
9.4	4190.42
9.42	4063.98
9.44	4407.16
9.46	4569.72
9.48	4497.47
9.5	4371.04
9.52	4136.23
9.54	4985.15
9.56	4696.16
9.58	4768.41
9.6	4533.6
9.62	4894.84
9.64	4515.54
9.66	4443.29
9.68	4497.47
9.7	4443.29
9.72	4876.78
9.74	4208.48
9.76	4533.6
9.78	4858.72
9.8	4587.79
9.82	4678.1
9.84	4660.03
9.86	4714.22
9.88	4371.04
9.9	4244.6
9.92	4298.79
9.94	4768.41
9.96	4371.04
9.98	4967.09
10	4280.73
10.02	4334.92
10.04	4804.53
10.06	4443.29
10.08	4515.54
10.1	4298.79
10.12	4027.86
10.14	4389.1
10.16	4082.05
10.18	4389.1
10.2	4569.72
10.22	4497.47
10.24	4425.23
10.26	4587.79
10.28	4587.79
10.3	4443.29
10.32	4479.41
10.34	4804.53
10.36	4786.47
10.38	4894.84
10.4	4732.28
10.42	4641.97
10.44	4533.6
10.46	4786.47
10.48	4551.66
10.5	4226.54
10.52	4714.22
10.54	4136.23
10.56	4371.04
10.58	4515.54
10.6	4840.66
10.62	4172.36
10.64	4804.53
10.66	4371.04
10.68	4280.73
10.7	4461.35
10.72	4407.16
10.74	4154.29
10.76	4226.54
10.78	5021.28
10.8	4641.97
10.82	4497.47
10.84	4714.22
10.86	4967.09
10.88	4641.97
10.9	4623.91
10.92	4461.35
10.94	4461.35
10.96	4190.42
10.98	4280.73
11	4768.41
11.02	4389.1
11.04	3901.42
11.06	3829.18
11.08	4641.97
11.1	4678.1
11.12	4479.41
11.14	4244.6
11.16	4533.6
11.18	4461.35
11.2	4461.35
11.22	4172.36
11.24	4027.86
11.26	4714.22
11.28	4389.1
11.3	4840.66
11.32	4280.73
11.34	4371.04
11.36	4967.09
11.38	4443.29
11.4	4371.04
11.42	4334.92
11.44	4136.23
11.46	4389.1
11.48	4334.92
11.5	4208.48
11.52	4136.23
11.54	4118.17
11.56	4280.73
11.58	4407.16
11.6	4316.85
11.62	5003.21
11.64	4497.47
11.66	4352.98
11.68	4407.16
11.7	4714.22
11.72	4479.41
11.74	4389.1
11.76	4407.16
11.78	4714.22
11.8	4154.29
11.82	4371.04
11.84	4641.97
11.86	4425.23
11.88	4334.92
11.9	4569.72
11.92	4154.29
11.94	4280.73
11.96	4768.41
11.98	4894.84
12	4786.47
12.02	4461.35
12.04	3991.73
12.06	4515.54
12.08	4569.72
12.1	4298.79
12.12	4912.9
12.14	4479.41
12.16	4949.03
12.18	4605.85
12.2	4696.16
12.22	4515.54
12.24	4497.47
12.26	3756.93
12.28	4334.92
12.3	4533.6
12.32	4298.79
12.34	4678.1
12.36	4190.42
12.38	4750.34
12.4	4461.35
12.42	4371.04
12.44	4533.6
12.46	4172.36
12.48	4750.34
12.5	4804.53
12.52	4569.72
12.54	4515.54
12.56	3829.18
12.58	4949.03
12.6	4316.85
12.62	4714.22
12.64	4497.47
12.66	3973.67
12.68	4226.54
12.7	4371.04
12.72	5003.21
12.74	4750.34
12.76	4822.59
12.78	4858.72
12.8	4425.23
12.82	4750.34
12.84	4641.97
12.86	4515.54
12.88	4786.47
12.9	5490.89
12.92	4641.97
12.94	5021.28
12.96	5057.4
12.98	4912.9
13	4190.42
13.02	4967.09
13.04	4678.1
13.06	4660.03
13.08	4623.91
13.1	4587.79
13.12	4371.04
13.14	4750.34
13.16	4063.98
13.18	4732.28
13.2	4605.85
13.22	4316.85
13.24	4551.66
13.26	4840.66
13.28	4569.72
13.3	3901.42
13.32	4623.91
13.34	4479.41
13.36	3829.18
13.38	3702.74
13.4	4226.54
13.42	3937.55
13.44	4533.6
13.46	4425.23
13.48	4118.17
13.5	4280.73
13.52	4623.91
13.54	4587.79
13.56	4461.35
13.58	3955.61
13.6	4226.54
13.62	4425.23
13.64	4443.29
13.66	3937.55
13.68	4623.91
13.7	4461.35
13.72	3955.61
13.74	4443.29
13.76	4407.16
13.78	4027.86
13.8	3919.49
13.82	4009.8
13.84	4045.92
13.86	4244.6
13.88	4154.29
13.9	4100.11
13.92	4244.6
13.94	4045.92
13.96	4244.6
13.98	4208.48
14	4082.05
14.02	3865.3
14.04	4009.8
14.06	4479.41
14.08	4804.53
14.1	4208.48
14.12	4334.92
14.14	3702.74
14.16	4515.54
14.18	4316.85
14.2	4334.92
14.22	4244.6
14.24	4497.47
14.26	4389.1
14.28	4425.23
14.3	3865.3
14.32	4190.42
14.34	4371.04
14.36	4479.41
14.38	3756.93
14.4	4172.36
14.42	3937.55
14.44	4244.6
14.46	4190.42
14.48	3955.61
14.5	3756.93
14.52	4443.29
14.54	3648.55
14.56	4027.86
14.58	4280.73
14.6	4479.41
14.62	4208.48
14.64	4515.54
14.66	4262.67
14.68	4262.67
14.7	4154.29
14.72	3973.67
14.74	3774.99
14.76	4533.6
14.78	4316.85
14.8	3702.74
14.82	4569.72
14.84	4045.92
14.86	4190.42
14.88	4479.41
14.9	4154.29
14.92	4063.98
14.94	4371.04
14.96	4172.36
14.98	4118.17
15	3955.61
15.02	3449.87
15.04	4136.23
15.06	4190.42
15.08	4371.04
15.1	3919.49
15.12	3937.55
15.14	4136.23
15.16	4208.48
15.18	4136.23
15.2	3829.18
15.22	3630.49
15.24	3811.11
15.26	4027.86
15.28	4027.86
15.3	3955.61
15.32	4045.92
