Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI30wt_02_0002_0049-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01652
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	5346.4
5.02	5599.27
5.04	5346.4
5.06	5852.14
5.08	5888.26
5.1	4804.53
5.12	5508.95
5.14	5888.26
5.16	5093.53
5.18	5436.71
5.2	5238.02
5.22	5635.39
5.24	5563.14
5.26	5418.64
5.28	5418.64
5.3	5400.58
5.32	6050.82
5.34	5292.21
5.36	5653.45
5.38	5165.77
5.4	6032.76
5.42	5021.28
5.44	5346.4
5.46	5129.65
5.48	5490.89
5.5	5888.26
5.52	5581.2
5.54	5436.71
5.56	5924.38
5.58	6086.94
5.6	5563.14
5.62	5852.14
5.64	6050.82
5.66	5490.89
5.68	5436.71
5.7	5545.08
5.72	5436.71
5.74	5725.7
5.76	5183.84
5.78	5418.64
5.8	5292.21
5.82	5400.58
5.84	5490.89
5.86	5111.59
5.88	5508.95
5.9	5454.77
5.92	5545.08
5.94	5418.64
5.96	5472.83
5.98	5545.08
6	5003.21
6.02	5147.71
6.04	5400.58
6.06	5129.65
6.08	5346.4
6.1	5364.46
6.12	5201.9
6.14	4985.15
6.16	5599.27
6.18	5021.28
6.2	4804.53
6.22	5581.2
6.24	4985.15
6.26	4768.41
6.28	5129.65
6.3	5201.9
6.32	5508.95
6.34	5183.84
6.36	5165.77
6.38	4714.22
6.4	5075.46
6.42	5039.34
6.44	5382.52
6.46	4750.34
6.48	5581.2
6.5	5382.52
6.52	5147.71
6.54	5165.77
6.56	5021.28
6.58	5201.9
6.6	4822.59
6.62	4840.66
6.64	5346.4
6.66	4930.97
6.68	5599.27
6.7	5003.21
6.72	5310.27
6.74	5129.65
6.76	5057.4
6.78	5183.84
6.8	5219.96
6.82	5382.52
6.84	4750.34
6.86	4750.34
6.88	4822.59
6.9	5238.02
6.92	5111.59
6.94	5454.77
6.96	4949.03
6.98	5418.64
7	4967.09
7.02	5093.53
7.04	4732.28
7.06	4768.41
7.08	4660.03
7.1	4804.53
7.12	5075.46
7.14	5147.71
7.16	4804.53
7.18	4696.16
7.2	4551.66
7.22	4678.1
7.24	4533.6
7.26	5147.71
7.28	4894.84
7.3	4660.03
7.32	4949.03
7.34	4804.53
7.36	4407.16
7.38	4714.22
7.4	4894.84
7.42	4804.53
7.44	4641.97
7.46	4533.6
7.48	4750.34
7.5	4551.66
7.52	4732.28
7.54	4533.6
7.56	4894.84
7.58	5057.4
7.6	4696.16
7.62	4840.66
7.64	4876.78
7.66	5075.46
7.68	4587.79
7.7	5147.71
7.72	4226.54
7.74	4822.59
7.76	4985.15
7.78	4623.91
7.8	4912.9
7.82	4678.1
7.84	4696.16
7.86	4696.16
7.88	4641.97
7.9	5093.53
7.92	4660.03
7.94	4840.66
7.96	5057.4
7.98	4678.1
8	4804.53
8.02	4298.79
8.04	4226.54
8.06	3865.3
8.08	4569.72
8.1	4678.1
8.12	4949.03
8.14	4840.66
8.16	4623.91
8.18	4750.34
8.2	5003.21
8.22	4876.78
8.24	5111.59
8.26	5039.34
8.28	4912.9
8.3	4714.22
8.32	5075.46
8.34	5057.4
8.36	4082.05
8.38	4623.91
8.4	5256.08
8.42	4840.66
8.44	4569.72
8.46	4840.66
8.48	4967.09
8.5	4605.85
8.52	4641.97
8.54	4949.03
8.56	4912.9
8.58	5256.08
8.6	5165.77
8.62	5021.28
8.64	5400.58
8.66	4840.66
8.68	5003.21
8.7	4641.97
8.72	4660.03
8.74	4479.41
8.76	5021.28
8.78	4876.78
8.8	4678.1
8.82	4949.03
8.84	4280.73
8.86	4678.1
8.88	4840.66
8.9	4533.6
8.92	4840.66
8.94	5093.53
8.96	4443.29
8.98	4316.85
9	4407.16
9.02	4515.54
9.04	4533.6
9.06	5111.59
9.08	4515.54
9.1	5039.34
9.12	4587.79
