x,y
14.83,32661.7
14.84,32471
14.85,33216.5
14.86,33008.4
14.87,31673.5
14.88,32471
14.89,32592.4
14.9,31968.3
14.91,31725.6
14.92,31621.5
14.93,31968.3
14.94,31760.2
14.95,32315
14.96,32904.4
14.97,32037.6
14.98,32141.6
14.99,32748.4
15,32557.7
15.01,33545.9
15.02,32644.4
15.03,32592.4
15.04,32609.7
15.05,31205.5
15.06,32904.4
15.07,33892.6
15.08,32991.1
15.09,32765.7
15.1,32211
15.11,32245.6
15.12,32159
15.13,31794.9
15.14,30876.1
15.15,31673.5
15.16,32332.3
15.17,32436.3
15.18,33268.5
15.19,32037.6
15.2,31985.6
15.21,32280.3
15.22,32453.7
15.23,32679.1
15.24,31205.5
15.25,32557.7
15.26,32245.6
15.27,31898.9
15.28,32037.6
15.29,32644.4
15.3,30789.4
15.31,31118.8
15.32,30962.8
15.33,31881.6
15.34,32696.4
15.35,32072.3
15.36,32540.4
15.37,30945.4
15.38,31950.9
15.39,32002.9
15.4,33961.9
15.41,32436.3
15.42,31240.1
15.43,31569.5
15.44,33077.8
15.45,33441.9
15.46,32921.8
15.47,31777.6
15.48,31829.6
15.49,32228.3
15.5,31864.3
15.51,31309.5
15.52,31690.9
15.53,31413.5
15.54,32471
15.55,32211
15.56,32835.1
15.57,30945.4
15.58,31101.4
15.59,32401.7
15.6,31864.3
15.61,32245.6
15.62,30772.1
15.63,32453.7
15.64,31708.2
15.65,32280.3
15.66,31309.5
15.67,32228.3
15.68,30650.7
15.69,32349.7
15.7,31950.9
15.71,30789.4
15.72,31378.8
15.73,31760.2
15.74,30356
15.75,31690.9
15.76,31205.5
15.77,31534.9
15.78,31153.5
15.79,31621.5
15.8,31378.8
15.81,30529.3
15.82,31118.8
15.83,32973.8
15.84,30910.7
15.85,30546.7
15.86,30893.4
15.87,31032.1
15.88,32332.3
15.89,31136.1
15.9,31413.5
15.91,31742.9
15.92,30876.1
15.93,31586.9
15.94,31032.1
15.95,31500.2
15.96,31378.8
15.97,30633.4
15.98,31725.6
15.99,30945.4
16,30928.1
16.01,31586.9
16.02,31725.6
16.03,31881.6
16.04,30165.3
16.05,31274.8
16.06,31430.8
16.07,31448.2
16.08,29541.2
16.09,31101.4
16.1,32124.3
16.11,31656.2
16.12,31257.5
16.13,31430.8
16.14,30616
16.15,31066.8
16.16,30720
16.17,30581.4
16.18,30824.1
16.19,30616
16.2,30893.4
16.21,29627.9
16.22,29801.2
16.23,30997.4
16.24,30390.7
16.25,31378.8
16.26,31326.8
16.27,30685.4
16.28,30564
16.29,30945.4
16.3,30408
16.31,30494.7
16.32,29714.5
16.33,30494.7
16.34,30304
16.35,31361.5
16.36,30754.7
16.37,32002.9
16.38,30945.4
16.39,30876.1
16.4,31898.9
16.41,30841.4
16.42,30512
16.43,31465.5
16.44,31084.1
16.45,30754.7
16.46,31049.4
16.47,30009.3
16.48,31014.8
16.49,30026.6
16.5,29974.6
16.51,29818.6
16.52,30893.4
16.53,32089.6
16.54,30598.7
16.55,30737.4
16.56,27391.5
16.57,29593.2
16.58,29125.1
16.59,29731.9
16.6,30754.7
16.61,30564
16.62,32037.6
16.63,30685.4
16.64,30980.1
16.65,29263.8
16.66,30095.9
16.67,30408
16.68,30200
16.69,30477.3
16.7,29714.5
16.71,30182.6
16.72,29558.5
16.73,31621.5
16.74,30997.4
16.75,29835.9
16.76,29749.2
16.77,31448.2
16.78,31344.2
16.79,31188.1
16.8,31084.1
16.81,31465.5
16.82,30702.7
16.83,30217.3
16.84,30893.4
16.85,30720
16.86,29818.6
16.87,31014.8
16.88,30564
16.89,30668
16.9,31049.4
16.91,30304
16.92,30616
16.93,31760.2
16.94,29818.6
16.95,30789.4
16.96,30078.6
16.97,30598.7
16.98,30928.1
16.99,31569.5
17,30754.7
17.01,29991.9
17.02,31482.8
17.03,31084.1
17.04,31482.8
17.05,30650.7
17.06,32193.6
