Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiTFSI24wt_01_0001_0030-2_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01756
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	5942.45
5.02	7640.29
5.04	7080.36
5.06	7206.8
5.08	6881.68
5.1	6845.55
5.12	7279.05
5.14	7531.92
5.16	6953.93
5.18	6881.68
5.2	6267.56
5.22	7134.55
5.24	6755.24
5.26	7387.42
5.28	6285.63
5.3	6791.37
5.32	6664.93
5.34	7387.42
5.36	6773.31
5.38	6773.31
5.4	7279.05
5.42	6827.49
5.44	6953.93
5.46	7008.11
5.48	6484.31
5.5	7260.98
5.52	6791.37
5.54	6971.99
5.56	6231.44
5.58	6682.99
5.6	6430.12
5.62	6917.8
5.64	6809.43
5.66	6701.06
5.68	6285.63
5.7	6701.06
5.72	6737.18
5.74	7170.67
5.76	6773.31
5.78	6809.43
5.8	6755.24
5.82	7152.61
5.84	6520.44
5.86	7206.8
5.88	6592.68
5.9	6357.88
5.92	6773.31
5.94	6466.25
5.96	6285.63
5.98	6231.44
6	6899.74
6.02	6159.19
6.04	6412.06
6.06	6899.74
6.08	5870.2
6.1	6394
6.12	7062.3
6.14	6737.18
6.16	6068.88
6.18	6592.68
6.2	6321.75
6.22	6267.56
6.24	6177.25
6.26	6213.38
6.28	6339.81
6.3	6105.01
6.32	6574.62
6.34	7116.49
6.36	6430.12
6.38	6809.43
6.4	6195.32
6.42	6321.75
6.44	5942.45
6.46	5870.2
6.48	5779.89
6.5	5797.95
6.52	6412.06
6.54	6231.44
6.56	6357.88
6.58	6321.75
6.6	5689.58
6.62	5996.63
6.64	6105.01
6.66	6231.44
6.68	6086.94
6.7	6412.06
6.72	5635.39
6.74	6086.94
6.76	6105.01
6.78	5761.82
6.8	6014.69
6.82	5996.63
6.84	6466.25
6.86	5472.83
6.88	6014.69
6.9	6177.25
6.92	5888.26
6.94	5563.14
6.96	6141.13
6.98	6086.94
7	5996.63
7.02	6321.75
7.04	5725.7
7.06	5852.14
7.08	5743.76
7.1	5888.26
7.12	5960.51
7.14	6032.76
7.16	5978.57
7.18	5653.45
7.2	6068.88
7.22	5653.45
7.24	6610.75
7.26	6123.07
7.28	6285.63
7.3	6592.68
7.32	5671.51
7.34	5725.7
7.36	5816.01
7.38	6159.19
7.4	5635.39
7.42	6195.32
7.44	5256.08
7.46	5797.95
7.48	6086.94
7.5	6339.81
7.52	5689.58
7.54	5870.2
7.56	5888.26
7.58	6737.18
7.6	6448.19
7.62	5256.08
7.64	5707.64
7.66	5996.63
7.68	5797.95
7.7	5743.76
7.72	5743.76
7.74	5490.89
7.76	5761.82
7.78	5581.2
7.8	5508.95
7.82	5617.33
7.84	6141.13
7.86	5888.26
7.88	5201.9
7.9	5382.52
7.92	5454.77
7.94	5183.84
7.96	5834.07
7.98	5219.96
8	5418.64
8.02	6141.13
8.04	5364.46
8.06	6141.13
8.08	5346.4
8.1	5942.45
8.12	6050.82
8.14	5454.77
8.16	5870.2
8.18	5761.82
8.2	5834.07
8.22	5418.64
8.24	5147.71
8.26	5870.2
8.28	5581.2
8.3	5472.83
8.32	5761.82
8.34	5490.89
8.36	5238.02
8.38	5653.45
8.4	5490.89
8.42	5599.27
8.44	5743.76
8.46	5545.08
8.48	5725.7
8.5	5689.58
8.52	5707.64
8.54	5779.89
8.56	6050.82
8.58	5635.39
8.6	6086.94
8.62	5165.77
8.64	5418.64
8.66	5454.77
8.68	5816.01
8.7	5761.82
8.72	5671.51
8.74	6303.69
8.76	6159.19
8.78	5617.33
8.8	5761.82
8.82	5545.08
8.84	6249.5
8.86	6249.5
8.88	5689.58
8.9	5364.46
8.92	6014.69
8.94	5996.63
8.96	5472.83
8.98	5328.33
9	5635.39
9.02	5779.89
9.04	5147.71
9.06	6032.76
9.08	5599.27
9.1	5689.58
9.12	5779.89
9.14	5960.51
9.16	6177.25
9.18	5870.2
9.2	5545.08
9.22	5635.39
9.24	5996.63
9.26	5653.45
9.28	5617.33
9.3	5581.2
9.32	5870.2
9.34	4786.47
9.36	5508.95
9.38	5599.27
9.4	5725.7
9.42	5508.95
9.44	6213.38
9.46	5870.2
9.48	5382.52
9.5	6014.69
9.52	5924.38
9.54	5238.02
9.56	5057.4
9.58	5725.7
9.6	5707.64
9.62	6068.88
9.64	5761.82
9.66	5761.82
9.68	5382.52
9.7	5635.39
9.72	5527.02
9.74	5960.51
9.76	5057.4
9.78	5599.27
9.8	5852.14
9.82	5490.89
9.84	5400.58
9.86	4804.53
9.88	6339.81
9.9	6249.5
9.92	6141.13
9.94	5888.26
9.96	5527.02
9.98	6105.01
10	5563.14
10.02	5418.64
10.04	5400.58
10.06	5653.45
10.08	5382.52
10.1	5527.02
10.12	5256.08
10.14	5617.33
10.16	6014.69
10.18	5382.52
10.2	5852.14
10.22	5364.46
10.24	5382.52
10.26	5545.08
10.28	5472.83
10.3	5725.7
10.32	5418.64
10.34	5779.89
10.36	5508.95
10.38	5689.58
10.4	5382.52
10.42	5707.64
10.44	6123.07
10.46	5545.08
10.48	5490.89
10.5	5436.71
10.52	5563.14
10.54	6249.5
10.56	5653.45
10.58	5653.45
10.6	5671.51
10.62	5635.39
10.64	6068.88
10.66	6502.37
10.68	6791.37
10.7	6050.82
10.72	6610.75
10.74	5779.89
10.76	7170.67
10.78	6881.68
10.8	7333.23
10.82	6574.62
10.84	6899.74
10.86	7423.54
10.88	6917.8
10.9	6448.19
10.92	6755.24
10.94	6068.88
10.96	5960.51
10.98	6014.69
11	5508.95
11.02	6394
11.04	5924.38
11.06	5761.82
11.08	5075.46
11.1	5310.27
11.12	5761.82
11.14	5924.38
11.16	5418.64
11.18	5707.64
11.2	5797.95
11.22	5707.64
11.24	6050.82
11.26	6105.01
11.28	5725.7
11.3	5599.27
11.32	5635.39
11.34	5346.4
11.36	5183.84
11.38	5671.51
11.4	6014.69
11.42	5436.71
11.44	5779.89
11.46	5689.58
11.48	5454.77
11.5	6032.76
11.52	5346.4
11.54	5545.08
11.56	6321.75
11.58	5617.33
11.6	5527.02
11.62	5906.32
11.64	5743.76
11.66	5996.63
11.68	5816.01
11.7	5797.95
11.72	5924.38
11.74	5761.82
11.76	5201.9
11.78	5617.33
11.8	5219.96
11.82	5328.33
11.84	5671.51
11.86	5725.7
11.88	5779.89
11.9	5834.07
11.92	5400.58
11.94	5617.33
11.96	6159.19
11.98	6231.44
12	6050.82
12.02	6213.38
