Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiTFSI24wt_02_0002_0049-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01756
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	6791.37
5.02	7008.11
5.04	6917.8
5.06	6990.05
5.08	7044.24
5.1	7080.36
5.12	7676.41
5.14	6971.99
5.16	6664.93
5.18	7026.18
5.2	7170.67
5.22	7495.79
5.24	6899.74
5.26	6899.74
5.28	7062.3
5.3	7206.8
5.32	7838.97
5.34	7622.23
5.36	7188.73
5.38	7080.36
5.4	6321.75
5.42	6628.81
5.44	6430.12
5.46	6177.25
5.48	6339.81
5.5	6682.99
5.52	6719.12
5.54	7062.3
5.56	6646.87
5.58	6448.19
5.6	6520.44
5.62	7134.55
5.64	6628.81
5.66	6050.82
5.68	7315.17
5.7	6664.93
5.72	6412.06
5.74	6502.37
5.76	6339.81
5.78	6664.93
5.8	6466.25
5.82	6213.38
5.84	6303.69
5.86	6610.75
5.88	6791.37
5.9	6990.05
5.92	6719.12
5.94	6682.99
5.96	6502.37
5.98	6990.05
6	6195.32
6.02	6412.06
6.04	6195.32
6.06	6646.87
6.08	6303.69
6.1	6375.94
6.12	6249.5
6.14	6538.5
6.16	6430.12
6.18	5924.38
6.2	6827.49
6.22	6213.38
6.24	6466.25
6.26	6592.68
6.28	6339.81
6.3	5870.2
6.32	6574.62
6.34	6502.37
6.36	5834.07
6.38	6141.13
6.4	5996.63
6.42	5816.01
6.44	6773.31
6.46	6123.07
6.48	5978.57
6.5	6628.81
6.52	6141.13
6.54	5960.51
6.56	5852.14
6.58	6195.32
6.6	6159.19
6.62	6430.12
6.64	5834.07
6.66	6086.94
6.68	5996.63
6.7	6159.19
6.72	6159.19
6.74	6357.88
6.76	6285.63
6.78	6249.5
6.8	6105.01
6.82	6303.69
6.84	5779.89
6.86	5816.01
6.88	5906.32
6.9	5870.2
6.92	5689.58
6.94	5725.7
6.96	5852.14
6.98	5870.2
7	5653.45
7.02	6123.07
7.04	6520.44
7.06	5310.27
7.08	5816.01
7.1	6195.32
7.12	6249.5
7.14	6448.19
7.16	6357.88
7.18	6321.75
7.2	6050.82
7.22	6123.07
7.24	6701.06
7.26	6249.5
7.28	6249.5
7.3	5689.58
7.32	5870.2
7.34	5454.77
7.36	5960.51
7.38	6050.82
7.4	6014.69
7.42	5436.71
7.44	5978.57
7.46	6159.19
7.48	5761.82
7.5	5418.64
7.52	6195.32
7.54	5292.21
7.56	5816.01
7.58	5816.01
7.6	6231.44
7.62	5201.9
7.64	5201.9
7.66	5310.27
7.68	5960.51
7.7	5364.46
7.72	5454.77
7.74	6430.12
7.76	5599.27
7.78	5129.65
7.8	5834.07
7.82	6267.56
7.84	5834.07
7.86	5256.08
7.88	5743.76
7.9	5581.2
7.92	5490.89
7.94	5563.14
7.96	5671.51
7.98	6195.32
8	5761.82
8.02	6195.32
8.04	6105.01
8.06	5834.07
8.08	5454.77
8.1	5779.89
8.12	5870.2
8.14	6068.88
8.16	5725.7
8.18	5870.2
8.2	5870.2
8.22	6430.12
8.24	5743.76
8.26	5960.51
8.28	5978.57
8.3	5256.08
8.32	5454.77
8.34	6484.31
8.36	5942.45
8.38	5418.64
8.4	5924.38
8.42	5238.02
8.44	5635.39
8.46	5834.07
8.48	6032.76
8.5	5761.82
8.52	5490.89
8.54	5527.02
8.56	5852.14
8.58	5400.58
8.6	5617.33
8.62	5689.58
8.64	5653.45
8.66	5834.07
8.68	6050.82
8.7	5129.65
8.72	6050.82
8.74	5328.33
8.76	5888.26
8.78	5689.58
8.8	5382.52
8.82	5743.76
8.84	6086.94
8.86	5508.95
8.88	5888.26
8.9	5671.51
8.92	5743.76
8.94	5852.14
8.96	5617.33
8.98	5942.45
9	5545.08
9.02	5400.58
9.04	5346.4
9.06	5201.9
9.08	5653.45
9.1	5400.58
9.12	4985.15
9.14	6285.63
9.16	5563.14
9.18	5852.14
9.2	5870.2
9.22	5490.89
9.24	5508.95
9.26	6086.94
9.28	5743.76
9.3	5797.95
9.32	5653.45
9.34	5870.2
9.36	5472.83
9.38	5924.38
9.4	5183.84
9.42	5563.14
9.44	5165.77
9.46	5653.45
9.48	5996.63
9.5	5581.2
9.52	5599.27
9.54	5617.33
9.56	5834.07
9.58	5563.14
9.6	5816.01
9.62	5653.45
9.64	6014.69
9.66	5563.14
9.68	5454.77
9.7	5906.32
9.72	5960.51
9.74	5508.95
9.76	5797.95
9.78	5400.58
9.8	5653.45
9.82	5816.01
9.84	5527.02
9.86	5256.08
9.88	5238.02
9.9	5816.01
9.92	5527.02
9.94	5508.95
9.96	5147.71
9.98	5003.21
10	5292.21
10.02	5165.77
10.04	6339.81
10.06	5725.7
10.08	5942.45
10.1	5779.89
10.12	6213.38
10.14	5617.33
10.16	6105.01
10.18	5852.14
10.2	5942.45
10.22	5653.45
10.24	6032.76
10.26	5725.7
10.28	5743.76
10.3	5581.2
10.32	5617.33
10.34	5725.7
10.36	5870.2
10.38	5003.21
10.4	5599.27
10.42	5563.14
10.44	5545.08
10.46	5671.51
10.48	5888.26
10.5	5490.89
10.52	6105.01
10.54	6267.56
10.56	5996.63
10.58	6249.5
10.6	6719.12
10.62	5978.57
10.64	6321.75
10.66	5852.14
10.68	6574.62
10.7	6502.37
10.72	6556.56
10.74	6339.81
10.76	7098.42
10.78	7026.18
10.8	6863.62
10.82	7459.67
10.84	6737.18
10.86	6303.69
10.88	6502.37
10.9	6574.62
10.92	6213.38
10.94	5310.27
10.96	6032.76
10.98	5852.14
11	5238.02
11.02	5906.32
11.04	5490.89
11.06	5978.57
11.08	5545.08
11.1	5779.89
11.12	5346.4
11.14	5274.15
11.16	6014.69
11.18	5743.76
11.2	5779.89
11.22	5816.01
11.24	5508.95
11.26	5201.9
11.28	5653.45
11.3	5888.26
11.32	5996.63
11.34	5743.76
11.36	5996.63
11.38	5490.89
11.4	5527.02
11.42	5942.45
11.44	6086.94
11.46	5743.76
11.48	5508.95
11.5	5581.2
11.52	5942.45
11.54	5888.26
11.56	5581.2
11.58	5906.32
11.6	5960.51
11.62	5996.63
11.64	5418.64
11.66	5454.77
11.68	6195.32
11.7	6014.69
11.72	5870.2
11.74	6086.94
11.76	5472.83
11.78	5924.38
11.8	5707.64
11.82	5870.2
11.84	6339.81
11.86	6195.32
11.88	6195.32
11.9	5617.33
11.92	6412.06
11.94	6592.68
11.96	5960.51
11.98	5418.64
12	6159.19
12.02	5996.63
12.04	6086.94
12.06	5743.76
12.08	5743.76
12.1	5599.27
12.12	6177.25
12.14	6213.38
12.16	5978.57
12.18	5725.7
12.2	5671.51
12.22	6195.32
12.24	5924.38
12.26	5906.32
12.28	5472.83
12.3	5328.33
12.32	5834.07
12.34	5834.07
12.36	5960.51
12.38	5996.63
12.4	5816.01
12.42	5707.64
12.44	5472.83
12.46	6177.25
12.48	5924.38
12.5	5942.45
12.52	6159.19
12.54	5852.14
12.56	5888.26
12.58	5978.57
12.6	5942.45
12.62	5924.38
12.64	5653.45
12.66	5996.63
12.68	6195.32
12.7	6195.32
12.72	5834.07
12.74	6267.56
12.76	5671.51
12.78	5653.45
12.8	6177.25
12.82	6068.88
12.84	5725.7
12.86	6123.07
12.88	5996.63
