Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiTFSI24wt_05_0005_0119-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01756
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	8037.66
5.02	7008.11
5.04	6303.69
5.06	7369.36
5.08	7134.55
5.1	7568.04
5.12	7098.42
5.14	6502.37
5.16	6303.69
5.18	7170.67
5.2	6827.49
5.22	7279.05
5.24	7044.24
5.26	6953.93
5.28	6917.8
5.3	6755.24
5.32	7008.11
5.34	7044.24
5.36	6971.99
5.38	7026.18
5.4	6628.81
5.42	6845.55
5.44	6177.25
5.46	6809.43
5.48	6917.8
5.5	6827.49
5.52	7351.29
5.54	6610.75
5.56	6863.62
5.58	7080.36
5.6	5942.45
5.62	6881.68
5.64	6701.06
5.66	6321.75
5.68	5671.51
5.7	6303.69
5.72	6339.81
5.74	6484.31
5.76	7260.98
5.78	6755.24
5.8	6791.37
5.82	6014.69
5.84	6881.68
5.86	6213.38
5.88	5870.2
5.9	5852.14
5.92	6249.5
5.94	6935.86
5.96	6448.19
5.98	6664.93
6	6646.87
6.02	6682.99
6.04	6773.31
6.06	6430.12
6.08	6791.37
6.1	6213.38
6.12	6682.99
6.14	5996.63
6.16	6646.87
6.18	6394
6.2	6339.81
6.22	6303.69
6.24	6177.25
6.26	6809.43
6.28	5996.63
6.3	5797.95
6.32	6773.31
6.34	6213.38
6.36	6394
6.38	5888.26
6.4	6141.13
6.42	6195.32
6.44	6050.82
6.46	6321.75
6.48	6303.69
6.5	6628.81
6.52	5797.95
6.54	6538.5
6.56	5996.63
6.58	6394
6.6	5960.51
6.62	6267.56
6.64	5707.64
6.66	6357.88
6.68	5870.2
6.7	6032.76
6.72	6123.07
6.74	6086.94
6.76	6123.07
6.78	6213.38
6.8	6339.81
6.82	6231.44
6.84	6285.63
6.86	6701.06
6.88	6195.32
6.9	6032.76
6.92	5978.57
6.94	5996.63
6.96	6267.56
6.98	5960.51
7	6086.94
7.02	6303.69
7.04	5761.82
7.06	5816.01
7.08	5545.08
7.1	5797.95
7.12	5563.14
7.14	5761.82
7.16	5725.7
7.18	5960.51
7.2	5671.51
7.22	6430.12
7.24	5996.63
7.26	5436.71
7.28	5508.95
7.3	5779.89
7.32	6050.82
7.34	5816.01
7.36	5743.76
7.38	5310.27
7.4	6321.75
7.42	6105.01
7.44	6050.82
7.46	5761.82
7.48	5689.58
7.5	6394
7.52	6701.06
7.54	5653.45
7.56	5725.7
7.58	5310.27
7.6	5725.7
7.62	5816.01
7.64	5761.82
7.66	6123.07
7.68	5779.89
7.7	5599.27
7.72	6267.56
7.74	6141.13
7.76	6086.94
7.78	5490.89
7.8	5653.45
7.82	5743.76
7.84	5346.4
7.86	5635.39
7.88	5454.77
7.9	5472.83
7.92	5364.46
7.94	5761.82
7.96	6105.01
7.98	5906.32
8	5599.27
8.02	5707.64
8.04	5924.38
8.06	5852.14
8.08	5942.45
8.1	5942.45
8.12	5201.9
8.14	5400.58
8.16	5797.95
8.18	5545.08
8.2	5563.14
8.22	5328.33
8.24	5797.95
8.26	5382.52
8.28	6123.07
8.3	6105.01
8.32	6105.01
8.34	6177.25
8.36	5689.58
8.38	5328.33
8.4	5256.08
8.42	5093.53
8.44	5563.14
8.46	5779.89
8.48	5292.21
8.5	5816.01
8.52	5635.39
8.54	5689.58
8.56	5707.64
8.58	6159.19
8.6	5364.46
8.62	5490.89
8.64	6032.76
8.66	5906.32
8.68	5888.26
8.7	5888.26
8.72	5689.58
8.74	5400.58
8.76	5689.58
8.78	5707.64
8.8	6177.25
8.82	5870.2
8.84	6249.5
8.86	5797.95
8.88	5635.39
8.9	5418.64
8.92	5599.27
8.94	5761.82
8.96	5924.38
8.98	5490.89
9	5545.08
9.02	5942.45
9.04	5527.02
9.06	5707.64
9.08	4768.41
9.1	5382.52
9.12	5400.58
9.14	5545.08
9.16	6213.38
9.18	5219.96
9.2	5942.45
9.22	5816.01
9.24	5346.4
9.26	5779.89
9.28	5563.14
9.3	5075.46
9.32	5581.2
9.34	6086.94
9.36	5635.39
9.38	5761.82
9.4	5490.89
9.42	5508.95
9.44	5906.32
9.46	6177.25
9.48	6159.19
9.5	5219.96
9.52	5834.07
9.54	5635.39
9.56	5707.64
9.58	5816.01
9.6	5689.58
9.62	5816.01
9.64	5346.4
9.66	5653.45
9.68	5725.7
9.7	5111.59
9.72	5527.02
9.74	5563.14
9.76	5924.38
9.78	5671.51
9.8	5201.9
9.82	5797.95
9.84	5617.33
9.86	5490.89
9.88	5689.58
9.9	6123.07
9.92	5599.27
9.94	5527.02
9.96	6105.01
9.98	5238.02
10	5942.45
10.02	5436.71
10.04	5490.89
10.06	5328.33
10.08	5671.51
10.1	5743.76
10.12	6159.19
10.14	5779.89
10.16	5310.27
10.18	5436.71
10.2	5508.95
10.22	5436.71
10.24	6068.88
10.26	5599.27
10.28	5508.95
10.3	5906.32
10.32	6159.19
10.34	5671.51
10.36	5599.27
10.38	5852.14
10.4	5201.9
10.42	5111.59
10.44	5906.32
10.46	5581.2
10.48	5400.58
10.5	6285.63
10.52	5346.4
10.54	5960.51
10.56	5671.51
10.58	6195.32
10.6	5743.76
10.62	6755.24
10.64	6448.19
10.66	6646.87
10.68	7459.67
10.7	7568.04
10.72	7333.23
10.74	7658.35
10.76	7297.11
10.78	7152.61
10.8	6990.05
10.82	6592.68
10.84	6032.76
10.86	6014.69
10.88	5725.7
10.9	6123.07
10.92	5779.89
10.94	5436.71
10.96	5508.95
10.98	5725.7
11	5635.39
11.02	5816.01
11.04	5563.14
11.06	6086.94
11.08	5472.83
11.1	5906.32
11.12	5707.64
11.14	5527.02
11.16	5996.63
11.18	5635.39
11.2	6412.06
11.22	5382.52
11.24	5779.89
11.26	5292.21
11.28	5816.01
11.3	5816.01
11.32	5761.82
11.34	5743.76
11.36	5942.45
11.38	5689.58
11.4	5906.32
11.42	5545.08
11.44	5653.45
11.46	5888.26
11.48	5653.45
11.5	5761.82
11.52	5328.33
11.54	5978.57
11.56	5761.82
11.58	5635.39
11.6	5581.2
11.62	6141.13
11.64	5093.53
11.66	5364.46
11.68	5779.89
11.7	6267.56
11.72	5671.51
11.74	6123.07
11.76	6068.88
11.78	5653.45
11.8	5725.7
11.82	6050.82
11.84	5725.7
11.86	5797.95
11.88	5816.01
11.9	5888.26
11.92	6213.38
11.94	5563.14
11.96	5508.95
11.98	6249.5
12	5599.27
12.02	5689.58
12.04	5978.57
12.06	5689.58
12.08	5725.7
12.1	5599.27
12.12	5599.27
12.14	5924.38
12.16	5942.45
12.18	6195.32
12.2	6105.01
12.22	5635.39
12.24	6086.94
12.26	5400.58
12.28	5328.33
12.3	5743.76
12.32	5147.71
12.34	5508.95
12.36	6412.06
12.38	5906.32
12.4	5653.45
12.42	5942.45
12.44	4858.72
12.46	5581.2
12.48	5599.27
12.5	5599.27
12.52	6086.94
12.54	6267.56
12.56	6159.19
12.58	6086.94
12.6	5545.08
12.62	6538.5
12.64	5942.45
12.66	5870.2
12.68	5617.33
12.7	5653.45
12.72	6141.13
12.74	6466.25
12.76	5797.95
12.78	5707.64
12.8	5888.26
12.82	5436.71
12.84	6321.75
12.86	5924.38
12.88	6502.37
12.9	5761.82
12.92	5834.07
12.94	6032.76
12.96	6682.99
12.98	6159.19
13	5581.2
13.02	6375.94
13.04	6014.69
13.06	6050.82
13.08	5545.08
13.1	5834.07
13.12	6032.76
13.14	5870.2
13.16	5581.2
13.18	6195.32
13.2	5653.45
13.22	6285.63
13.24	6141.13
13.26	5960.51
13.28	5581.2
13.3	5996.63
13.32	5725.7
13.34	5996.63
13.36	5057.4
13.38	5617.33
13.4	5761.82
13.42	5960.51
13.44	5581.2
13.46	6068.88
13.48	5797.95
13.5	5978.57
