Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI_01_0001_0050-0_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.00908
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	2998.32
5.02	3540.18
5.04	3106.69
5.06	3540.18
5.08	3016.38
5.1	3395.68
5.12	3251.19
5.14	3124.75
5.16	3052.5
5.18	3558.24
5.2	3395.68
5.22	3233.12
5.24	3811.11
5.26	2926.07
5.28	3485.99
5.3	3124.75
5.32	3323.44
5.34	3648.55
5.36	3178.94
5.38	3124.75
5.4	3160.88
5.42	3558.24
5.44	3160.88
5.46	3413.75
5.48	3287.31
5.5	3016.38
5.52	3215.06
5.54	3612.43
5.56	3522.12
5.58	3233.12
5.6	3395.68
5.62	3269.25
5.64	3449.87
5.66	2962.19
5.68	3467.93
5.7	3160.88
5.72	3449.87
5.74	3287.31
5.76	3413.75
5.78	3413.75
5.8	3124.75
5.82	3540.18
5.84	3305.37
5.86	3594.37
5.88	3106.69
5.9	3088.63
5.92	3197
5.94	3359.56
5.96	3576.31
5.98	3829.18
6	3160.88
6.02	3323.44
6.04	3034.44
6.06	2853.82
6.08	3106.69
6.1	3269.25
6.12	2889.94
6.14	3504.06
6.16	3576.31
6.18	3233.12
6.2	2962.19
6.22	3504.06
6.24	3449.87
6.26	3070.56
6.28	3160.88
6.3	2980.25
6.32	3215.06
6.34	3142.81
6.36	3485.99
6.38	3215.06
6.4	2871.88
6.42	3124.75
6.44	3034.44
6.46	3178.94
6.48	3287.31
6.5	3467.93
6.52	2709.32
6.54	3070.56
6.56	3305.37
6.58	3034.44
6.6	3034.44
6.62	3269.25
6.64	3142.81
6.66	3178.94
6.68	3287.31
6.7	2871.88
6.72	3341.5
6.74	3431.81
6.76	2691.26
6.78	3305.37
6.8	3034.44
6.82	3070.56
6.84	3142.81
6.86	2727.38
6.88	3160.88
6.9	3233.12
6.92	2817.69
6.94	2853.82
6.96	3377.62
6.98	2871.88
7	2871.88
7.02	2944.13
7.04	3160.88
7.06	3377.62
7.08	2745.45
7.1	3485.99
7.12	3197
7.14	3088.63
7.16	2709.32
7.18	3215.06
7.2	3016.38
7.22	3251.19
7.24	3160.88
7.26	3197
7.28	3215.06
7.3	3142.81
7.32	3395.68
7.34	3106.69
7.36	3178.94
7.38	2998.32
7.4	2817.69
7.42	2944.13
7.44	3305.37
7.46	3160.88
7.48	2817.69
7.5	2944.13
7.52	3287.31
7.54	3034.44
7.56	2962.19
7.58	2962.19
7.6	3215.06
7.62	2889.94
7.64	2835.76
7.66	3052.5
7.68	3088.63
7.7	2564.82
7.72	3160.88
7.74	2889.94
7.76	2655.14
7.78	2781.57
7.8	3287.31
7.82	3052.5
7.84	3142.81
7.86	2980.25
7.88	3160.88
7.9	3070.56
7.92	3215.06
7.94	3413.75
7.96	2691.26
7.98	3106.69
8	2853.82
8.02	2944.13
8.04	2600.95
8.06	3178.94
8.08	3052.5
8.1	3359.56
8.12	2781.57
8.14	3070.56
8.16	3233.12
8.18	3052.5
8.2	2655.14
8.22	3197
8.24	3251.19
8.26	3251.19
8.28	2871.88
8.3	3269.25
8.32	3160.88
8.34	3467.93
8.36	2908.01
8.38	3016.38
8.4	2709.32
8.42	2745.45
8.44	2998.32
8.46	2926.07
8.48	2908.01
8.5	3251.19
8.52	2871.88
8.54	3178.94
8.56	2889.94
8.58	2980.25
8.6	3034.44
8.62	3160.88
8.64	3142.81
8.66	2619.01
8.68	2962.19
8.7	2709.32
8.72	2908.01
8.74	3251.19
8.76	3684.68
8.78	2944.13
8.8	2998.32
8.82	2944.13
8.84	3088.63
8.86	2835.76
8.88	2456.45
8.9	3197
8.92	3178.94
8.94	2763.51
8.96	2745.45
8.98	3215.06
9	3774.99
9.02	2871.88
9.04	2853.82
9.06	3124.75
9.08	2926.07
9.1	3178.94
9.12	2709.32
9.14	2709.32
9.16	3215.06
9.18	3034.44
9.2	3251.19
9.22	3034.44
9.24	2962.19
9.26	3287.31
9.28	3449.87
9.3	3251.19
9.32	3178.94
9.34	3233.12
9.36	2998.32
9.38	3034.44
9.4	3395.68
9.42	3233.12
9.44	3323.44
9.46	3124.75
9.48	2871.88
9.5	2908.01
9.52	2853.82
9.54	2871.88
9.56	3034.44
9.58	2438.39
9.6	2817.69
9.62	2944.13
9.64	2908.01
9.66	2709.32
9.68	3070.56
9.7	2727.38
9.72	3160.88
9.74	2619.01
9.76	2926.07
9.78	2745.45
9.8	2998.32
9.82	3106.69
9.84	2871.88
9.86	2980.25
9.88	2889.94
9.9	2980.25
9.92	2853.82
9.94	2817.69
9.96	2817.69
9.98	2835.76
10	2817.69
10.02	3034.44
10.04	2817.69
10.06	2546.76
10.08	2962.19
10.1	3034.44
10.12	2908.01
10.14	3052.5
10.16	2619.01
10.18	3016.38
10.2	2582.89
10.22	2637.07
10.24	2871.88
10.26	3323.44
10.28	2709.32
10.3	2546.76
10.32	3215.06
10.34	2944.13
10.36	2926.07
10.38	2582.89
10.4	3088.63
10.42	3034.44
10.44	3413.75
10.46	2727.38
10.48	2908.01
10.5	2655.14
10.52	3124.75
10.54	2384.2
10.56	2582.89
10.58	2600.95
10.6	2619.01
10.62	2600.95
10.64	2691.26
10.66	3160.88
10.68	2980.25
10.7	3359.56
10.72	2817.69
10.74	2655.14
10.76	2564.82
10.78	2908.01
10.8	2709.32
10.82	2962.19
10.84	2962.19
10.86	2619.01
10.88	2727.38
10.9	3197
10.92	2871.88
10.94	2998.32
10.96	2348.08
10.98	2962.19
11	2980.25
11.02	2673.2
11.04	2619.01
11.06	2582.89
11.08	2673.2
11.1	3034.44
11.12	2998.32
11.14	2944.13
11.16	2655.14
11.18	2673.2
11.2	2817.69
11.22	2817.69
11.24	2853.82
11.26	2962.19
11.28	2889.94
11.3	2926.07
11.32	2745.45
11.34	2655.14
11.36	2691.26
11.38	2926.07
11.4	2745.45
11.42	2926.07
11.44	2799.63
11.46	2745.45
11.48	2727.38
11.5	2817.69
11.52	2293.89
11.54	2311.95
11.56	2474.51
11.58	2564.82
11.6	2330.02
11.62	2582.89
11.64	2799.63
11.66	2546.76
11.68	2528.7
11.7	2926.07
11.72	2889.94
11.74	2492.58
11.76	2564.82
11.78	3052.5
11.8	3016.38
11.82	2908.01
11.84	3052.5
11.86	2908.01
11.88	3088.63
11.9	2944.13
11.92	2438.39
11.94	2582.89
11.96	2709.32
11.98	3106.69
12	2835.76
12.02	2962.19
12.04	2402.27
12.06	2275.83
12.08	2619.01
12.1	2763.51
12.12	2889.94
12.14	2564.82
12.16	2745.45
12.18	2691.26
12.2	2619.01
12.22	2528.7
12.24	2438.39
12.26	2637.07
12.28	2619.01
12.3	2853.82
12.32	2727.38
12.34	2871.88
12.36	2510.64
12.38	2438.39
12.4	2691.26
12.42	2799.63
12.44	2962.19
12.46	2835.76
12.48	3323.44
12.5	3341.5
12.52	3793.05
12.54	3774.99
12.56	3774.99
12.58	3630.49
12.6	3233.12
12.62	2600.95
12.64	2600.95
12.66	2944.13
12.68	2619.01
12.7	2384.2
12.72	2889.94
12.74	2835.76
12.76	2510.64
12.78	2655.14
12.8	2402.27
12.82	2853.82
12.84	2799.63
12.86	2221.64
12.88	2528.7
12.9	2510.64
12.92	2546.76
12.94	2402.27
12.96	2456.45
