Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI_01_0001_0029-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.00908
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	3883.36
5.02	3449.87
5.04	3269.25
5.06	3485.99
5.08	3666.62
5.1	3467.93
5.12	2980.25
5.14	3070.56
5.16	3666.62
5.18	3251.19
5.2	3251.19
5.22	3323.44
5.24	3738.86
5.26	3070.56
5.28	3197
5.3	3558.24
5.32	3522.12
5.34	3070.56
5.36	3359.56
5.38	3106.69
5.4	3413.75
5.42	3485.99
5.44	3630.49
5.46	3269.25
5.48	3197
5.5	4136.23
5.52	3377.62
5.54	2908.01
5.56	3359.56
5.58	3323.44
5.6	3233.12
5.62	3504.06
5.64	3070.56
5.66	3160.88
5.68	3070.56
5.7	3793.05
5.72	3558.24
5.74	3178.94
5.76	3305.37
5.78	3305.37
5.8	3594.37
5.82	3178.94
5.84	3377.62
5.86	3576.31
5.88	3251.19
5.9	3323.44
5.92	3540.18
5.94	3576.31
5.96	3106.69
5.98	3070.56
6	3377.62
6.02	3395.68
6.04	2980.25
6.06	3540.18
6.08	3395.68
6.1	3269.25
6.12	2835.76
6.14	3305.37
6.16	3142.81
6.18	3504.06
6.2	3287.31
6.22	2926.07
6.24	3215.06
6.26	3485.99
6.28	3467.93
6.3	3016.38
6.32	3124.75
6.34	3305.37
6.36	3178.94
6.38	3395.68
6.4	3016.38
6.42	3070.56
6.44	3070.56
6.46	3160.88
6.48	3088.63
6.5	3124.75
6.52	3467.93
6.54	3142.81
6.56	3269.25
6.58	3540.18
6.6	3720.8
6.62	2980.25
6.64	2980.25
6.66	3287.31
6.68	2980.25
6.7	3088.63
6.72	3287.31
6.74	3287.31
6.76	2709.32
6.78	2926.07
6.8	3630.49
6.82	3124.75
6.84	2980.25
6.86	2908.01
6.88	3269.25
6.9	3197
6.92	2908.01
6.94	2655.14
6.96	3124.75
6.98	2908.01
7	2926.07
7.02	2962.19
7.04	3215.06
7.06	3142.81
7.08	3052.5
7.1	2962.19
7.12	3088.63
7.14	3052.5
7.16	3233.12
7.18	2980.25
7.2	3341.5
7.22	3197
7.24	3413.75
7.26	3359.56
7.28	3233.12
7.3	2962.19
7.32	3251.19
7.34	3215.06
7.36	3124.75
7.38	3088.63
7.4	2998.32
7.42	3251.19
7.44	3413.75
7.46	2926.07
7.48	2962.19
7.5	3522.12
7.52	3034.44
7.54	2962.19
7.56	3124.75
7.58	2745.45
7.6	3540.18
7.62	2980.25
7.64	3034.44
7.66	3197
7.68	2908.01
