x,y
24.41,21375.7
24.42,21514.4
24.43,21965.2
24.44,21774.5
24.45,22311.9
24.46,21271.7
24.47,21947.8
24.48,22658.6
24.49,22242.6
24.5,23768.2
24.51,22676
24.52,23300.1
24.53,23525.5
24.54,24600.3
24.55,23144.1
24.56,23178.7
24.57,23646.8
24.58,22901.3
24.59,23230.7
24.6,22901.3
24.61,23421.4
24.62,23421.4
24.63,23906.9
24.64,22814.7
24.65,23629.5
24.66,22745.3
24.67,22658.6
24.68,22866.7
24.69,22814.7
24.7,21947.8
24.71,22433.3
24.72,23161.4
24.73,23092
24.74,22572
24.75,23040
24.76,22433.3
24.77,22901.3
24.78,22814.7
24.79,23542.8
24.8,23421.4
24.81,24340.3
24.82,23352.1
24.83,23802.8
24.84,22745.3
24.85,23698.8
24.86,24357.6
24.87,23230.7
24.88,23213.4
24.89,24114.9
24.9,22832
24.91,22728
24.92,23005.4
24.93,24357.6
24.94,23040
24.95,23213.4
24.96,22294.6
24.97,21687.8
24.98,23092
24.99,21341.1
25,22311.9
25.01,22155.9
25.02,21999.9
25.03,20890.3
25.04,22450.6
25.05,22918.7
25.06,21670.5
25.07,22277.2
25.08,22849.3
25.09,21323.7
25.1,21549.1
25.11,22294.6
25.12,21583.8
25.13,21237.1
25.14,21809.2
25.15,20404.9
25.16,20838.3
25.17,20803.6
25.18,21133
25.19,20630.3
25.2,19676.8
25.21,20769
25.22,20231.5
25.23,20821
25.24,21115.7
25.25,19919.5
25.26,21930.5
25.27,21705.1
25.28,21237.1
25.29,20404.9
25.3,20387.6
25.31,20647.6
25.32,20595.6
25.33,20612.9
25.34,19607.4
25.35,20612.9
25.36,20855.7
25.37,19988.8
25.38,20179.5
25.39,18810
25.4,20127.5
25.41,19468.7
25.42,20231.5
25.43,19746.1
25.44,19104.7
25.45,20231.5
25.46,19399.4
25.47,19451.4
25.48,19763.5
25.49,19208.7
25.5,20040.8
25.51,19832.8
25.52,19018
25.53,19399.4
25.54,18411.2
25.55,18775.3
25.56,19468.7
25.57,18723.3
25.58,19139.4
25.59,19312.7
25.6,18636.6
25.61,19624.8
25.62,18671.3
25.63,19052.7
25.64,19364.7
25.65,18671.3
25.66,18914
25.67,18567.3
25.68,18168.5
25.69,19139.4
25.7,19607.4
25.71,18532.6
25.72,19139.4
25.73,19815.5
25.74,18255.2
25.75,18463.2
25.76,18619.3
25.77,18740.6
25.78,18601.9
25.79,18619.3
25.8,17960.5
25.81,18445.9
25.82,18775.3
25.83,18532.6
25.84,19000.7
25.85,17717.8
25.86,16955
25.87,18827.3
25.88,19902.2
25.89,17839.1
