Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI20wt_02_0002_0049-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01716
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	7893.16
5.02	6321.75
5.04	6303.69
5.06	6177.25
5.08	6520.44
5.1	6484.31
5.12	6177.25
5.14	6719.12
5.16	6267.56
5.18	6719.12
5.2	6791.37
5.22	6827.49
5.24	6213.38
5.26	6195.32
5.28	6881.68
5.3	6394
5.32	6448.19
5.34	5978.57
5.36	7423.54
5.38	6285.63
5.4	7206.8
5.42	6520.44
5.44	6448.19
5.46	6159.19
5.48	7062.3
5.5	6610.75
5.52	7080.36
5.54	6394
5.56	6682.99
5.58	6610.75
5.6	5924.38
5.62	5870.2
5.64	6357.88
5.66	6610.75
5.68	6249.5
5.7	6628.81
5.72	5653.45
5.74	6484.31
5.76	6394
5.78	6086.94
5.8	6448.19
5.82	6628.81
5.84	6827.49
5.86	6953.93
5.88	6719.12
5.9	6213.38
5.92	6321.75
5.94	6466.25
5.96	6809.43
5.98	5816.01
6	6412.06
6.02	6141.13
6.04	6159.19
6.06	6394
6.08	7098.42
6.1	5816.01
6.12	5743.76
6.14	6394
6.16	5490.89
6.18	6357.88
6.2	5671.51
6.22	5906.32
6.24	6394
6.26	6086.94
6.28	6086.94
6.3	6014.69
6.32	6375.94
6.34	6141.13
6.36	5870.2
6.38	5906.32
6.4	5472.83
6.42	5978.57
6.44	5906.32
6.46	6267.56
6.48	6412.06
6.5	6628.81
6.52	5671.51
6.54	5870.2
6.56	5454.77
6.58	6177.25
6.6	5779.89
6.62	5779.89
6.64	6321.75
6.66	5725.7
6.68	5635.39
6.7	5852.14
6.72	5671.51
6.74	5743.76
6.76	5472.83
6.78	5617.33
6.8	5942.45
6.82	6375.94
6.84	5888.26
6.86	6050.82
6.88	5617.33
6.9	6159.19
6.92	5996.63
6.94	5852.14
6.96	5400.58
6.98	5996.63
7	6032.76
7.02	5725.7
7.04	5545.08
7.06	5797.95
7.08	5346.4
7.1	6086.94
7.12	5527.02
7.14	5671.51
7.16	5653.45
7.18	5527.02
7.2	5906.32
7.22	5725.7
7.24	5996.63
7.26	5996.63
7.28	6050.82
7.3	5346.4
7.32	5617.33
7.34	5870.2
7.36	5418.64
7.38	5761.82
7.4	5743.76
7.42	4985.15
7.44	5508.95
7.46	5852.14
7.48	5960.51
7.5	5942.45
7.52	5743.76
7.54	5454.77
7.56	5274.15
7.58	5635.39
7.6	5346.4
7.62	5563.14
7.64	5761.82
7.66	6177.25
7.68	5310.27
7.7	6141.13
7.72	5129.65
7.74	6231.44
7.76	5617.33
7.78	6032.76
7.8	5797.95
7.82	6177.25
7.84	5490.89
7.86	5328.33
7.88	5797.95
7.9	5906.32
7.92	5671.51
7.94	5310.27
7.96	5093.53
7.98	5581.2
8	5599.27
8.02	5129.65
8.04	5400.58
8.06	5292.21
8.08	5274.15
8.1	5797.95
8.12	5725.7
8.14	4967.09
8.16	6068.88
8.18	5274.15
8.2	5472.83
8.22	5761.82
8.24	5834.07
8.26	5852.14
8.28	5075.46
8.3	5545.08
8.32	5599.27
8.34	5328.33
8.36	5888.26
8.38	5581.2
8.4	5653.45
8.42	5436.71
8.44	5418.64
8.46	5201.9
8.48	6123.07
8.5	5978.57
8.52	5274.15
8.54	5996.63
8.56	5816.01
8.58	5725.7
8.6	5454.77
8.62	5743.76
8.64	6014.69
8.66	5707.64
8.68	5725.7
8.7	5599.27
8.72	5310.27
8.74	5617.33
8.76	5328.33
8.78	5870.2
8.8	5581.2
8.82	5743.76
8.84	5725.7
8.86	6213.38
