Sample	 
Comments	 
Filename	C:\Data\西出研\梅木\20211102オペ\LiFTFSI20wt_03_0003_0079-1_C_2θ.raw
Goniometer	SmartLab(In-plane)
Attachment	標準Zステージ
Monochromater	None
X	0
Y	0
Z	0.01716
ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/30mA
入射スリット	0.300mm
受光スリット1	20.000mm
受光スリット2	20.000mm
None	
Start	5
Stop	60
Step	0.02
Speed	21.6746
Theta	0
5	6285.63
5.02	6737.18
5.04	7062.3
5.06	6412.06
5.08	6737.18
5.1	6682.99
5.12	6339.81
5.14	6845.55
5.16	7080.36
5.18	6285.63
5.2	6737.18
5.22	6755.24
5.24	6628.81
5.26	7242.92
5.28	6339.81
5.3	6159.19
5.32	6664.93
5.34	6574.62
5.36	6412.06
5.38	6881.68
5.4	6141.13
5.42	6105.01
5.44	6339.81
5.46	6610.75
5.48	6755.24
5.5	6628.81
5.52	7333.23
5.54	6448.19
5.56	6791.37
5.58	6719.12
5.6	7242.92
5.62	6466.25
5.64	6123.07
5.66	6881.68
5.68	6664.93
5.7	6574.62
5.72	7080.36
5.74	6791.37
5.76	6809.43
5.78	6610.75
5.8	6123.07
5.82	6321.75
5.84	6502.37
5.86	5779.89
5.88	6123.07
5.9	6556.56
5.92	6339.81
5.94	6971.99
5.96	6014.69
5.98	6502.37
6	6141.13
6.02	6141.13
6.04	6231.44
6.06	6032.76
6.08	6123.07
6.1	6755.24
6.12	6430.12
6.14	6412.06
6.16	6339.81
6.18	5797.95
6.2	6339.81
6.22	6159.19
6.24	5870.2
6.26	5852.14
6.28	5599.27
6.3	5725.7
6.32	6195.32
6.34	5870.2
6.36	6050.82
6.38	6050.82
6.4	5797.95
6.42	6303.69
6.44	6628.81
6.46	6249.5
6.48	5816.01
6.5	6123.07
6.52	5689.58
6.54	6195.32
6.56	5888.26
6.58	5707.64
6.6	5707.64
6.62	6105.01
6.64	6773.31
6.66	5563.14
6.68	5761.82
6.7	5563.14
6.72	6448.19
6.74	5942.45
6.76	6141.13
6.78	5635.39
6.8	6050.82
6.82	5996.63
6.84	5653.45
6.86	5400.58
6.88	6050.82
6.9	5671.51
6.92	5852.14
6.94	5671.51
6.96	6123.07
6.98	6195.32
7	6267.56
7.02	5743.76
7.04	6086.94
7.06	6086.94
7.08	5689.58
7.1	5382.52
7.12	5292.21
7.14	6448.19
7.16	5382.52
7.18	6159.19
7.2	5617.33
7.22	5834.07
7.24	5725.7
7.26	5418.64
7.28	5816.01
7.3	5671.51
7.32	5870.2
7.34	6014.69
7.36	5310.27
7.38	5797.95
7.4	5527.02
7.42	6430.12
7.44	6285.63
7.46	5581.2
7.48	5472.83
7.5	5292.21
7.52	5545.08
7.54	5201.9
7.56	5671.51
7.58	5653.45
7.6	5635.39
7.62	5888.26
7.64	5797.95
7.66	5779.89
7.68	5165.77
7.7	5671.51
7.72	5256.08
7.74	5508.95
7.76	5527.02
7.78	5454.77
7.8	5635.39
7.82	5256.08
7.84	5779.89
7.86	5093.53
7.88	5129.65
7.9	5779.89
7.92	5400.58
7.94	5454.77
7.96	5689.58
7.98	5689.58
8	6086.94
8.02	5328.33
8.04	5599.27
8.06	5400.58
8.08	5147.71
8.1	5870.2
8.12	5617.33
8.14	5490.89
8.16	5797.95
8.18	5689.58
8.2	5508.95
8.22	5201.9
8.24	5743.76
8.26	5256.08
8.28	5418.64
8.3	5292.21
8.32	5527.02
8.34	5527.02
8.36	4750.34
8.38	5906.32
8.4	5779.89
8.42	5906.32
8.44	6123.07
8.46	5346.4
8.48	5653.45
8.5	6032.76
8.52	5382.52
8.54	6213.38
8.56	5581.2
8.58	5527.02
8.6	5906.32
8.62	5635.39
8.64	5725.7
